date,country_code,country,gdp_growth,gdp_growth_rate,inflation,inflation_rate,interest_rate,industrial_production_index,unemployment_rate,manufacturing_pmi,retail_sales_index,consumer_confidence,business_confidence,exchange_rate_usd,trade_balance_usd,government_debt_percent_gdp,credit_rating,stock_market_index,oil_price_usd,gold_price_usd
2020-07,US,United States,0.867,0.867,3.721,3.721,5.788,89.247,8.114,57.234,102.024,68.239,71.644,1.037664,77834335.35,118.935,BBB,1296.388,49.971,1533.4
2020-07,DE,Germany,1.22,1.22,2.724,2.724,5.383,94.115,7.812,59.199,103.285,70.256,73.913,0.959985,30841800.06,76.141,AAA,1316.559,49.971,1533.4
2020-07,JP,Japan,1.11,1.11,2.623,2.623,5.293,91.822,7.906,58.549,102.892,69.628,73.206,154.488688,-18485318.09,90.563,AA,1310.275,49.971,1533.4
2020-07,VN,Vietnam,-1.092,-1.092,3.379,3.379,5.608,69.494,9.793,46.638,95.027,57.044,59.049,25314.316645,79643518.36,88.913,BB,1184.436,49.971,1533.4
2020-07,BR,Brazil,1.613,1.613,4.823,4.823,6.193,70.232,7.474,59.966,104.69,72.504,76.442,5.20988,16311705.23,58.574,AA,1339.04,49.971,1533.4
2020-07,KR,South Korea,1.655,1.655,3.595,3.595,5.743,92.015,7.438,61.225,104.84,72.743,76.711,1375.814181,40673967.56,41.806,AA,1341.434,49.971,1533.4
2020-07,MX,Mexico,1.658,1.658,4.478,4.478,6.238,76.512,7.436,60.489,104.849,72.759,76.729,17.755227,64809396.92,68.051,BBB,1341.591,49.971,1533.4
2020-07,TH,Thailand,1.119,1.119,0.845,0.845,4.663,72.454,7.898,57.644,102.925,69.679,73.264,36.389037,60768708.46,57.388,BB,1310.793,49.971,1533.4
2020-07,PL,Poland,1.228,1.228,6.046,6.046,6.823,77.763,7.804,58.441,103.315,70.304,73.967,4.156051,56303595.0,45.374,BBB,1317.038,49.971,1533.4
2020-07,TR,Turkey,1.418,1.418,54.162,54.162,28.378,71.956,7.642,59.089,103.992,71.388,75.186,27.819128,46109998.39,42.076,BBB,1327.879,49.971,1533.4
2020-07,ZA,South Africa,-0.341,-0.341,5.633,5.633,6.778,61.007,9.149,49.897,97.712,61.34,63.882,19.124108,70121201.22,98.732,BBB,1227.397,49.971,1533.4
2020-07,AU,Australia,1.699,1.699,3.833,3.833,5.833,82.797,7.401,60.993,104.995,72.992,76.99,1.572903,12292182.02,58.415,AA,1343.915,49.971,1533.4
2020-07,CA,Canada,1.685,1.685,3.689,3.689,5.878,84.839,7.413,61.026,104.947,72.915,76.904,1.390763,-18627816.82,113.78,AAA,1343.149,49.971,1533.4
2020-08,IN,India,1.411,1.411,5.524,5.524,6.497,80.167,7.648,59.456,103.968,71.349,75.143,85.54717,66567687.38,114.331,BBB,1331.493,51.56,1541.384
2020-08,CN,China,1.11,1.11,2.266,2.266,5.012,96.923,7.906,58.799,102.892,69.628,73.206,7.338404,35675443.28,98.919,BBB,1314.275,51.56,1541.384
2020-08,US,United States,0.992,0.992,3.62,3.62,5.732,89.522,8.007,57.859,102.471,68.953,72.447,1.03565,41490136.38,41.609,A,1307.529,51.56,1541.384
2020-08,DE,Germany,1.321,1.321,2.694,2.694,5.327,94.347,7.725,59.703,103.645,70.832,74.561,0.956741,15007880.95,83.854,BBB,1326.318,51.56,1541.384
2020-08,JP,Japan,1.22,1.22,2.259,2.259,5.237,92.07,7.812,59.099,103.285,70.256,73.913,153.975757,5903077.02,65.932,AA,1320.559,51.56,1541.384
2020-08,VN,Vietnam,-1.071,-1.071,3.841,3.841,5.552,69.532,9.775,46.746,95.104,57.167,59.187,25295.847093,10839836.55,29.689,BB,1189.666,51.56,1541.384
2020-08,BR,Brazil,1.655,1.655,4.487,4.487,6.137,70.304,7.438,60.175,104.84,72.743,76.711,5.089053,-6827945.02,115.086,A,1345.434,51.56,1541.384
2020-08,KR,South Korea,1.683,1.683,3.947,3.947,5.687,92.078,7.414,61.367,104.941,72.905,76.894,1363.395404,72460912.55,76.655,BBB,1347.053,51.56,1541.384
2020-08,MX,Mexico,1.617,1.617,4.095,4.095,6.182,76.436,7.471,60.285,104.704,72.526,76.467,17.91174,24043783.68,54.942,AA,1343.258,51.56,1541.384
2020-08,TH,Thailand,1.001,1.001,1.089,1.089,4.607,72.245,7.999,57.057,102.505,69.008,72.509,37.15814,4838044.51,128.226,BBB,1308.082,51.56,1541.384
2020-08,PL,Poland,1.119,1.119,6.135,6.135,6.767,77.556,7.898,57.894,102.925,69.679,73.264,4.185143,65267435.71,57.672,AA,1314.793,51.56,1541.384
2020-08,TR,Turkey,1.328,1.328,53.6,53.6,28.322,71.799,7.719,58.641,103.672,70.875,74.61,27.904977,24649853.74,99.231,BBB,1326.752,51.56,1541.384
2020-08,ZA,South Africa,-0.462,-0.462,6.209,6.209,6.722,60.819,9.253,49.292,97.28,60.648,63.104,19.234325,59159708.1,123.069,A,1224.478,51.56,1541.384
2020-08,AU,Australia,1.685,1.685,3.802,3.802,5.777,82.77,7.413,60.926,104.947,72.915,76.904,1.578091,-17046318.42,74.105,AAA,1347.149,51.56,1541.384
2020-08,CA,Canada,1.658,1.658,3.825,3.825,5.822,84.784,7.436,60.889,104.849,72.759,76.729,1.417871,-138277.11,40.422,BB,1345.591,51.56,1541.384
2020-09,IN,India,1.491,1.491,5.295,5.295,6.428,80.322,7.579,59.853,104.252,71.803,75.654,85.978109,5252543.17,38.523,BBB,1340.035,53.179,1548.464
2020-09,CN,China,1.22,1.22,2.165,2.165,4.943,97.184,7.812,59.349,103.285,70.256,73.913,7.31183,12114754.7,126.199,AAA,1324.559,53.179,1548.464
2020-09,US,United States,1.11,1.11,3.77,3.77,5.663,89.782,7.906,58.449,102.892,69.628,73.206,1.038231,16193148.6,115.49,BB,1318.275,53.179,1548.464
2020-09,DE,Germany,1.411,1.411,2.382,2.382,5.258,94.556,7.648,60.156,103.968,71.349,75.143,0.935255,49220799.3,33.884,BBB,1335.493,53.179,1548.464
2020-09,JP,Japan,1.321,1.321,2.386,2.386,5.168,92.296,7.725,59.603,103.645,70.832,74.561,152.369266,-2685382.65,85.674,AAA,1330.318,53.179,1548.464
2020-09,VN,Vietnam,-1.036,-1.036,3.178,3.178,5.483,69.596,9.745,46.922,95.23,57.368,59.414,25595.804129,36924623.26,51.186,A,1195.678,53.179,1548.464
2020-09,BR,Brazil,1.683,1.683,4.514,4.514,6.068,70.352,7.414,60.317,104.941,72.905,76.894,5.144774,22274285.03,50.082,A,1351.053,53.179,1548.464
2020-09,KR,South Korea,1.698,1.698,3.408,3.408,5.618,92.11,7.402,61.44,104.993,72.988,76.987,1360.168671,29304681.38,93.16,A,1351.883,53.179,1548.464
2020-09,MX,Mexico,1.563,1.563,4.403,4.403,6.113,76.337,7.517,60.015,104.511,72.217,76.12,17.630948,-3197551.03,51.559,BBB,1344.174,53.179,1548.464
2020-09,TH,Thailand,0.877,0.877,0.867,0.867,4.538,72.024,8.105,56.435,102.061,68.297,71.709,36.305714,7508768.82,105.144,AAA,1304.969,53.179,1548.464
2020-09,PL,Poland,1.001,1.001,5.799,5.799,6.698,77.333,7.999,57.307,102.505,69.008,72.509,4.190105,28295238.37,47.058,A,1312.082,53.179,1548.464
2020-09,TR,Turkey,1.228,1.228,53.495,53.495,28.253,71.624,7.804,58.141,103.315,70.304,73.967,27.723896,32236773.36,92.586,BB,1325.038,53.179,1548.464
2020-09,ZA,South Africa,-0.575,-0.575,5.633,5.633,6.653,60.644,9.35,48.725,96.875,59.999,62.374,19.115172,-3277880.88,73.663,AAA,1221.994,53.179,1548.464
2020-09,AU,Australia,1.658,1.658,3.517,3.517,5.708,82.716,7.436,60.789,104.849,72.759,76.729,1.583922,31800414.64,83.459,BB,1349.591,53.179,1548.464
2020-09,CA,Canada,1.617,1.617,3.544,3.544,5.753,84.7,7.471,60.685,104.704,72.526,76.467,1.413648,63461448.08,92.389,BB,1347.258,53.179,1548.464
2020-10,IN,India,1.558,1.558,4.989,4.989,6.347,80.453,7.522,60.191,104.494,72.19,76.088,85.87568,62528577.32,121.096,A,1347.897,54.812,1554.601
2020-10,CN,China,1.321,1.321,1.488,1.488,4.862,97.424,7.725,59.853,103.645,70.832,74.561,7.473895,40527291.12,76.423,AA,1334.318,54.812,1554.601
2020-10,US,United States,1.22,1.22,3.102,3.102,5.582,90.024,7.812,58.999,103.285,70.256,73.913,1.028899,55466420.85,94.871,AAA,1328.559,54.812,1554.601
2020-10,DE,Germany,1.491,1.491,2.556,2.556,5.177,94.738,7.579,60.553,104.252,71.803,75.654,0.960008,-11720375.81,30.641,BB,1344.035,54.812,1554.601
2020-10,JP,Japan,1.411,1.411,2.131,2.131,5.087,92.5,7.648,60.056,103.968,71.349,75.143,154.359875,59633709.34,29.076,A,1339.493,54.812,1554.601
2020-10,VN,Vietnam,-0.987,-0.987,2.578,2.578,5.402,69.683,9.703,47.165,95.403,57.645,59.726,25422.866484,27583077.45,119.481,BB,1202.454,54.812,1554.601
2020-10,BR,Brazil,1.698,1.698,4.238,4.238,5.987,70.377,7.402,60.39,104.993,72.988,76.987,5.070218,43534186.91,98.443,AAA,1355.883,54.812,1554.601
2020-10,KR,South Korea,1.699,1.699,2.994,2.994,5.537,92.112,7.401,61.443,104.995,72.992,76.99,1350.880511,68256433.54,129.037,AA,1355.915,54.812,1554.601
2020-10,MX,Mexico,1.496,1.496,4.1,4.1,6.032,76.213,7.574,59.682,104.273,71.837,75.691,17.95922,-14191052.69,37.52,BBB,1344.368,54.812,1554.601
2020-10,TH,Thailand,0.747,0.747,1.074,1.074,4.457,71.793,8.217,55.784,101.595,67.553,70.872,36.624917,24209144.79,57.148,BB,1301.528,54.812,1554.601
2020-10,PL,Poland,0.877,0.877,5.521,5.521,6.617,77.096,8.105,56.685,102.061,68.297,71.709,4.060763,21525638.25,30.758,AA,1308.969,54.812,1554.601
2020-10,TR,Turkey,1.119,1.119,53.153,53.153,28.172,71.433,7.898,57.594,102.925,69.679,73.264,27.679822,30098680.42,85.769,BBB,1322.793,54.812,1554.601
2020-10,ZA,South Africa,-0.68,-0.68,5.841,5.841,6.572,60.481,9.44,48.201,96.501,59.401,61.701,19.193254,69368261.47,112.438,A,1220.01,54.812,1554.601
2020-10,AU,Australia,1.617,1.617,3.397,3.397,5.627,82.634,7.471,60.585,104.704,72.526,76.467,1.577407,40865538.38,117.988,AA,1351.258,54.812,1554.601
2020-10,CA,Canada,1.563,1.563,3.526,3.526,5.672,84.589,7.517,60.415,104.511,72.217,76.12,1.380191,69183628.14,84.305,AAA,1348.174,54.812,1554.601
2020-11,IN,India,1.613,1.613,5.487,5.487,6.255,80.561,7.474,60.466,104.69,72.504,76.442,85.709311,62979749.24,102.797,AAA,1355.04,56.447,1559.768
2020-11,CN,China,1.411,1.411,1.369,1.369,4.77,97.639,7.648,60.306,103.968,71.349,75.143,7.369919,49656652.73,98.031,BB,1343.493,56.447,1559.768
2020-11,US,United States,1.321,1.321,3.01,3.01,5.49,90.245,7.725,59.503,103.645,70.832,74.561,1.033257,12558601.36,75.491,BB,1338.318,56.447,1559.768
2020-11,DE,Germany,1.558,1.558,1.594,1.594,5.085,94.894,7.522,60.891,104.494,72.19,76.088,0.945827,38208425.18,25.721,AAA,1351.897,56.447,1559.768
2020-11,JP,Japan,1.491,1.491,1.984,1.984,4.995,92.679,7.579,60.453,104.252,71.803,75.654,154.236783,12809717.28,53.046,BBB,1348.035,56.447,1559.768
2020-11,VN,Vietnam,-0.926,-0.926,2.531,2.531,5.31,69.794,9.651,47.472,95.623,57.996,60.121,25381.031178,30063702.64,78.857,BB,1209.964,56.447,1559.768
2020-11,BR,Brazil,1.699,1.699,4.22,4.22,5.895,70.377,7.401,60.393,104.995,72.992,76.99,5.115018,72678243.06,112.443,AAA,1359.915,56.447,1559.768
2020-11,KR,South Korea,1.685,1.685,3.195,3.195,5.445,92.082,7.413,61.376,104.947,72.915,76.904,1369.587189,4884118.97,65.625,AA,1359.149,56.447,1559.768
2020-11,MX,Mexico,1.418,1.418,3.978,3.978,5.94,76.068,7.642,59.289,103.992,71.388,75.186,17.863308,-3335307.96,30.236,BB,1343.879,56.447,1559.768
2020-11,TH,Thailand,0.612,0.612,0.588,0.588,4.365,71.554,8.333,55.11,101.114,66.783,70.006,36.472705,45898490.69,80.085,BB,1297.831,56.447,1559.768
2020-11,PL,Poland,0.747,0.747,5.102,5.102,6.525,76.849,8.217,56.034,101.595,67.553,70.872,4.167864,22476693.39,86.713,BBB,1305.528,56.447,1559.768
2020-11,TR,Turkey,1.001,1.001,53.107,53.107,28.08,71.228,7.999,57.007,102.505,69.008,72.509,27.723951,14431461.34,99.832,BBB,1320.082,56.447,1559.768
2020-11,ZA,South Africa,-0.775,-0.775,5.286,5.286,6.48,60.334,9.521,47.726,96.162,58.859,61.091,19.191292,-15479258.28,73.744,A,1218.585,56.447,1559.768
2020-11,AU,Australia,1.563,1.563,3.616,3.616,5.535,82.526,7.517,60.315,104.511,72.217,76.12,1.551314,4195765.71,119.626,BB,1352.174,56.447,1559.768
2020-11,CA,Canada,1.496,1.496,3.491,3.491,5.58,84.453,7.574,60.082,104.273,71.837,75.691,1.378747,25298622.9,56.43,AAA,1348.368,56.447,1559.768
2020-12,IN,India,1.655,1.655,4.918,4.918,6.152,80.642,7.438,60.675,104.84,72.743,76.711,85.616624,44249355.16,74.539,BBB,1361.434,58.069,1563.951
2020-12,CN,China,1.491,1.491,1.81,1.81,4.667,97.828,7.579,60.703,104.252,71.803,75.654,7.400051,-18601818.2,122.437,BB,1352.035,58.069,1563.951
2020-12,US,United States,1.411,1.411,3.329,3.329,5.387,90.444,7.648,59.956,103.968,71.349,75.143,1.027643,50226334.08,67.59,AAA,1347.493,58.069,1563.951
2020-12,DE,Germany,1.613,1.613,1.733,1.733,4.982,95.02,7.474,61.166,104.69,72.504,76.442,0.957765,79272005.06,121.735,AAA,1359.04,58.069,1563.951
2020-12,JP,Japan,1.558,1.558,1.881,1.881,4.892,92.831,7.522,60.791,104.494,72.19,76.088,153.496153,77033341.42,94.069,BB,1355.897,58.069,1563.951
2020-12,VN,Vietnam,-0.852,-0.852,2.885,2.885,5.207,69.926,9.587,47.84,95.886,58.417,60.595,25571.448651,35654602.39,83.478,BB,1218.174,58.069,1563.951
2020-12,BR,Brazil,1.685,1.685,3.631,3.631,5.792,70.355,7.413,60.326,104.947,72.915,76.904,5.027394,9458270.29,33.659,AAA,1363.149,58.069,1563.951
2020-12,KR,South Korea,1.658,1.658,3.15,3.15,5.342,92.021,7.436,61.239,104.849,72.759,76.729,1374.285882,5374817.47,29.826,AAA,1361.591,58.069,1563.951
2020-12,MX,Mexico,1.328,1.328,4.085,4.085,5.837,75.902,7.719,58.841,103.672,70.875,74.61,17.624586,9905092.21,41.875,AAA,1342.752,58.069,1563.951
2020-12,TH,Thailand,0.474,0.474,0.404,0.404,4.262,71.309,8.451,54.421,100.622,65.996,69.12,36.631892,9228843.33,52.389,BB,1293.956,58.069,1563.951
2020-12,PL,Poland,0.612,0.612,4.844,4.844,6.422,76.593,8.333,55.36,101.114,66.783,70.006,4.160935,43847558.8,127.026,A,1301.831,58.069,1563.951
2020-12,TR,Turkey,0.877,0.877,53.095,53.095,27.977,71.01,8.105,56.385,102.061,68.297,71.709,28.176149,32355332.27,43.832,AAA,1316.969,58.069,1563.951
2020-12,ZA,South Africa,-0.859,-0.859,5.205,5.205,6.377,60.204,9.593,47.305,95.861,58.377,60.55,19.495767,66145531.87,51.086,BBB,1217.774,58.069,1563.951
2020-12,AU,Australia,1.496,1.496,3.033,3.033,5.432,82.393,7.574,59.982,104.273,71.837,75.691,1.580437,11538429.96,36.362,BB,1352.368,58.069,1563.951
2020-12,CA,Canada,1.418,1.418,3.422,3.422,5.477,84.292,7.642,59.689,103.992,71.388,75.186,1.397833,13645170.85,32.406,A,1347.879,58.069,1563.951
2021-01,IN,India,3.583,3.583,4.52,4.52,6.042,80.698,5.214,60.817,104.941,72.905,76.894,84.425825,-11557164.45,25.707,BBB,1367.053,59.667,1567.149
2021-01,CN,China,3.458,3.458,1.22,1.22,4.557,97.988,5.322,61.041,104.494,72.19,76.088,7.460357,-14451455.57,31.82,AA,1359.897,59.667,1567.149
2021-01,US,United States,3.391,3.391,3.002,3.002,5.277,90.619,5.379,60.353,104.252,71.803,75.654,1.039717,37734337.06,38.549,BB,1356.035,59.667,1567.149
2021-01,DE,Germany,3.555,3.555,2.117,2.117,4.872,95.117,5.238,61.375,104.84,72.743,76.711,0.955035,52532641.45,117.638,A,1365.434,59.667,1567.149
2021-01,JP,Japan,3.513,3.513,1.664,1.664,4.782,92.955,5.274,61.066,104.69,72.504,76.442,155.055211,-9984885.35,73.46,BBB,1363.04,59.667,1567.149
2021-01,VN,Vietnam,1.133,1.133,2.399,2.399,5.097,70.08,7.314,48.266,96.19,58.904,61.142,25563.617342,-12407224.11,51.274,AAA,1227.041,59.667,1567.149
2021-01,BR,Brazil,3.558,3.558,3.864,3.864,5.682,70.308,5.236,60.189,104.849,72.759,76.729,5.163122,-4101352.7,119.03,BBB,1365.591,59.667,1567.149
2021-01,KR,South Korea,3.517,3.517,2.778,2.778,5.232,91.93,5.271,61.035,104.704,72.526,76.467,1370.98312,-2929013.31,99.827,BBB,1363.258,59.667,1567.149
2021-01,MX,Mexico,3.128,3.128,4.048,4.048,5.727,75.717,5.604,58.341,103.315,70.304,73.967,17.865348,38670078.65,60.709,AA,1341.038,59.667,1567.149
2021-01,TH,Thailand,2.235,2.235,0.538,0.538,4.152,71.062,6.37,53.723,100.124,65.198,68.223,36.33838,66844288.89,99.153,A,1289.982,59.667,1567.149
2021-01,PL,Poland,2.374,2.374,5.29,5.29,6.312,76.331,6.251,54.671,100.622,65.996,69.12,4.167188,54523473.67,115.345,AA,1297.956,59.667,1567.149
2021-01,TR,Turkey,2.647,2.647,52.702,52.702,27.867,70.782,6.017,55.734,101.595,67.553,70.872,27.855755,56520501.88,88.936,A,1313.528,59.667,1567.149
2021-01,ZA,South Africa,0.968,0.968,5.045,5.045,6.267,60.091,7.456,46.942,95.602,57.962,60.083,19.17242,76444284.22,106.955,BB,1217.624,59.667,1567.149
2021-01,AU,Australia,3.318,3.318,2.719,2.719,5.322,82.236,5.442,59.589,103.992,71.388,75.186,1.574049,66936001.31,85.602,AAA,1351.879,59.667,1567.149
2021-01,CA,Canada,3.228,3.228,3.084,3.084,5.367,84.108,5.519,59.241,103.672,70.875,74.61,1.387603,5451598.31,58.46,AAA,1346.752,59.667,1567.149
2021-02,IN,India,3.598,3.598,4.462,4.462,5.925,80.726,5.202,60.89,104.993,72.988,76.987,86.003558,53754347.86,85.598,A,1371.883,61.226,1569.37
2021-02,CN,China,3.513,3.513,1.291,1.291,4.44,98.119,5.274,61.316,104.69,72.504,76.442,7.427081,51059325.69,82.397,AAA,1367.04,61.226,1569.37
2021-02,US,United States,3.458,3.458,2.758,2.758,5.16,90.768,5.322,60.691,104.494,72.19,76.088,1.037688,62817165.35,68.791,AA,1363.897,61.226,1569.37
2021-02,DE,Germany,3.583,3.583,1.754,1.754,4.755,95.182,5.214,61.517,104.941,72.905,76.894,0.943574,-3742024.09,80.541,AAA,1371.053,61.226,1569.37
2021-02,JP,Japan,3.555,3.555,2.109,2.109,4.665,93.049,5.238,61.275,104.84,72.743,76.711,154.659732,8041271.31,85.105,BB,1369.434,61.226,1569.37
2021-02,VN,Vietnam,1.229,1.229,2.166,2.166,4.98,70.252,7.232,48.745,96.532,59.452,61.758,25623.019262,19919024.65,35.253,BB,1236.518,61.226,1569.37
2021-02,BR,Brazil,3.517,3.517,3.584,3.584,5.565,70.239,5.271,59.985,104.704,72.526,76.467,5.10812,51929773.22,115.839,AA,1367.258,61.226,1569.37
2021-02,KR,South Korea,3.463,3.463,2.398,2.398,5.115,91.81,5.317,60.765,104.511,72.217,76.12,1379.153825,50046139.16,111.978,AAA,1364.174,61.226,1569.37
2021-02,MX,Mexico,3.019,3.019,3.384,3.384,5.61,75.515,5.698,57.794,102.925,69.679,73.264,17.809097,71721144.33,89.414,BBB,1338.793,61.226,1569.37
2021-02,TH,Thailand,2.095,2.095,0.208,0.208,4.035,70.813,6.49,53.024,99.624,64.399,67.324,36.305416,-19868775.71,68.607,AAA,1285.988,61.226,1569.37
2021-02,PL,Poland,2.235,2.235,5.38,5.38,6.195,76.066,6.37,53.973,100.124,65.198,68.223,4.101358,-11954898.58,129.963,A,1293.982,61.226,1569.37
2021-02,TR,Turkey,2.512,2.512,52.491,52.491,27.75,70.546,6.133,55.06,101.114,66.783,70.006,27.656598,27977868.56,95.416,AAA,1309.831,61.226,1569.37
2021-02,ZA,South Africa,0.908,0.908,5.153,5.153,6.15,59.998,7.507,46.641,95.386,57.618,59.695,18.949804,23160897.88,99.181,A,1218.178,61.226,1569.37
2021-02,AU,Australia,3.228,3.228,2.681,2.681,5.205,82.056,5.519,59.141,103.672,70.875,74.61,1.574446,57942199.98,86.453,BBB,1350.752,61.226,1569.37
2021-02,CA,Canada,3.128,3.128,3.323,3.323,5.25,83.903,5.604,58.741,103.315,70.304,73.967,1.407677,6712857.07,76.281,A,1345.038,61.226,1569.37
2021-03,IN,India,3.599,3.599,4.376,4.376,5.804,80.727,5.201,60.893,104.995,72.992,76.99,85.190905,69085095.72,47.601,BB,1375.915,62.733,1570.637
2021-03,CN,China,3.555,3.555,1.359,1.359,4.319,98.218,5.238,61.525,104.84,72.743,76.711,7.28621,-16336897.23,103.312,AAA,1373.434,62.733,1570.637
2021-03,US,United States,3.513,3.513,3.031,3.031,5.039,90.889,5.274,60.966,104.69,72.504,76.442,1.034066,17654942.69,68.626,BB,1371.04,62.733,1570.637
2021-03,DE,Germany,3.598,3.598,1.921,1.921,4.634,95.215,5.202,61.59,104.993,72.988,76.987,0.947606,5340723.2,126.56,A,1375.883,62.733,1570.637
2021-03,JP,Japan,3.583,3.583,1.558,1.558,4.544,93.113,5.214,61.417,104.941,72.905,76.894,154.000325,-19148141.6,129.467,BB,1375.053,62.733,1570.637
2021-03,VN,Vietnam,1.335,1.335,2.696,2.696,4.859,70.442,7.142,49.273,96.909,60.055,62.437,25024.244496,4065031.14,28.41,BB,1246.549,62.733,1570.637
2021-03,BR,Brazil,3.463,3.463,4.021,4.021,5.444,70.147,5.317,59.715,104.511,72.217,76.12,5.046341,24002243.33,48.501,A,1368.174,62.733,1570.637
2021-03,KR,South Korea,3.396,3.396,2.693,2.693,4.994,91.662,5.374,60.432,104.273,71.837,75.691,1388.942389,-9960288.6,26.079,BB,1364.368,62.733,1570.637
2021-03,MX,Mexico,2.901,2.901,4.012,4.012,5.489,75.298,5.799,57.207,102.505,69.008,72.509,17.709243,-10581246.47,55.191,AA,1336.082,62.733,1570.637
2021-03,TH,Thailand,1.956,1.956,0.576,0.576,3.914,70.567,6.609,52.33,99.128,63.605,66.431,36.351516,39719793.91,103.23,AA,1282.054,62.733,1570.637
2021-03,PL,Poland,2.095,2.095,4.56,4.56,6.074,75.8,6.49,53.274,99.624,64.399,67.324,4.154582,15007638.27,84.701,BB,1289.988,62.733,1570.637
2021-03,TR,Turkey,2.374,2.374,52.802,52.802,27.629,70.305,6.251,54.371,100.622,65.996,69.12,28.114416,70539922.58,42.672,A,1305.956,62.733,1570.637
2021-03,ZA,South Africa,0.861,0.861,4.703,4.703,6.029,59.924,7.548,46.404,95.217,57.347,59.39,19.040366,16169589.11,90.25,BBB,1219.469,62.733,1570.637
2021-03,AU,Australia,3.128,3.128,2.848,2.848,5.084,81.856,5.604,58.641,103.315,70.304,73.967,1.588219,28031606.56,125.111,BB,1349.038,62.733,1570.637
2021-03,CA,Canada,3.019,3.019,3.024,3.024,5.129,83.679,5.698,58.194,102.925,69.679,73.264,1.39199,77303267.86,75.433,BBB,1342.793,62.733,1570.637
2021-04,IN,India,3.585,3.585,4.455,4.455,5.68,80.701,5.213,60.826,104.947,72.915,76.904,85.35407,62527609.97,109.86,A,1379.149,64.177,1570.984
2021-04,CN,China,3.583,3.583,0.688,0.688,4.195,98.286,5.214,61.667,104.941,72.905,76.894,7.315458,62361207.91,95.819,AA,1379.053,64.177,1570.984
2021-04,US,United States,3.555,3.555,3.304,3.304,4.915,90.981,5.238,61.175,104.84,72.743,76.711,1.040462,20662896.28,127.512,AAA,1377.434,64.177,1570.984
2021-04,DE,Germany,3.599,3.599,1.644,1.644,4.51,95.217,5.201,61.593,104.995,72.992,76.99,0.956293,70690941.16,87.906,BBB,1379.915,64.177,1570.984
2021-04,JP,Japan,3.598,3.598,1.665,1.665,4.42,93.145,5.202,61.49,104.993,72.988,76.987,153.429696,-16182870.26,125.313,AA,1379.883,64.177,1570.984
2021-04,VN,Vietnam,1.449,1.449,2.278,2.278,4.735,70.648,7.044,49.844,97.317,60.707,63.171,25358.749556,16047461.79,125.597,AA,1257.074,64.177,1570.984
2021-04,BR,Brazil,3.396,3.396,3.926,3.926,5.32,70.034,5.374,59.382,104.273,71.837,75.691,5.038734,79333556.28,58.726,BB,1368.368,64.177,1570.984
2021-04,KR,South Korea,3.318,3.318,2.532,2.532,4.87,91.487,5.442,60.039,103.992,71.388,75.186,1353.047525,30431148.49,69.9,AAA,1363.879,64.177,1570.984
2021-04,MX,Mexico,2.777,2.777,4.006,4.006,5.365,75.067,5.905,56.585,102.061,68.297,71.709,17.922952,23210567.29,47.455,A,1332.969,64.177,1570.984
2021-04,TH,Thailand,1.82,1.82,0.1,0.1,3.79,70.325,6.726,51.648,98.641,62.826,65.554,36.608238,52881933.42,28.352,A,1278.259,64.177,1570.984
2021-04,PL,Poland,1.956,1.956,5.069,5.069,5.95,75.536,6.609,52.58,99.128,63.605,66.431,4.155604,49818726.52,106.498,AAA,1286.054,64.177,1570.984
2021-04,TR,Turkey,2.235,2.235,52.558,52.558,27.505,70.061,6.37,53.673,100.124,65.198,68.223,27.567431,50216111.49,46.433,A,1301.982,64.177,1570.984
2021-04,ZA,South Africa,0.827,0.827,4.931,4.931,5.905,59.871,7.577,46.233,95.095,57.153,59.172,18.861445,70473797.68,127.215,BB,1221.525,64.177,1570.984
2021-04,AU,Australia,3.019,3.019,2.554,2.554,4.96,81.638,5.698,58.094,102.925,69.679,73.264,1.562251,-4877405.96,70.06,AA,1346.793,64.177,1570.984
2021-04,CA,Canada,2.901,2.901,3.403,3.403,5.005,83.438,5.799,57.607,102.505,69.008,72.509,1.385854,59912331.9,102.526,AA,1340.082,64.177,1570.984
2021-05,IN,India,3.558,3.558,4.895,4.895,5.555,80.648,5.236,60.689,104.849,72.759,76.729,85.381674,-16824054.83,60.379,AA,1381.591,65.545,1570.455
2021-05,CN,China,3.598,3.598,0.894,0.894,4.07,98.32,5.202,61.74,104.993,72.988,76.987,7.280656,17599215.79,89.994,AA,1383.883,65.545,1570.455
2021-05,US,United States,3.583,3.583,2.433,2.433,4.79,91.044,5.214,61.317,104.941,72.905,76.894,1.032125,-5510923.58,48.23,AAA,1383.053,65.545,1570.455
2021-05,DE,Germany,3.585,3.585,1.545,1.545,4.385,95.186,5.213,61.526,104.947,72.915,76.904,0.947756,29283254.62,48.34,BB,1383.149,65.545,1570.455
2021-05,JP,Japan,3.599,3.599,0.759,0.759,4.295,93.147,5.201,61.493,104.995,72.992,76.99,153.033361,67093124.59,66.705,AA,1383.915,65.545,1570.455
2021-05,VN,Vietnam,1.57,1.57,1.853,1.853,4.61,70.867,6.94,50.452,97.752,61.403,63.953,25332.978236,34193889.43,115.881,A,1268.028,65.545,1570.455
2021-05,BR,Brazil,3.318,3.318,3.545,3.545,5.195,69.9,5.442,58.989,103.992,71.388,75.186,5.032369,44835853.63,83.497,AAA,1367.879,65.545,1570.455
