date,commodity_code,country_code,region,commodity,historical_demand_units,forecast_demand_units,actual_demand_units,demand_units,demand_variance_percent,seasonal_index,trend_component,cyclical_component,irregular_component,demand_type,customer_segment_breakdown,is_anomaly
2021-04,LIT,JP,Asia,Lithium,143008,138437,140259,140259,-1.922,1,5.0875,0.938,-0.0192,baseline,"{""enterprise"": 58909, ""mid_market"": 46286, ""small_business"": 25247, ""startup"": 9818}",false
2021-04,NIC,JP,Asia,Nickel,223454,214603,229208,229208,2.575,1,3.25,0.938,0.0258,baseline,"{""enterprise"": 96268, ""mid_market"": 75639, ""small_business"": 41258, ""startup"": 16045}",false
2021-04,REE,JP,Asia,Rare Earth,189178,187015,191768,191768,1.369,1,3.775,0.938,0.0137,baseline,"{""enterprise"": 80543, ""mid_market"": 63284, ""small_business"": 34518, ""startup"": 13424}",false
2021-04,SEM,JP,Asia,Semiconductors,156726,155867,168389,168389,7.441,1,2.725,0.938,0.0744,baseline,"{""enterprise"": 70724, ""mid_market"": 55569, ""small_business"": 30310, ""startup"": 11787}",false
2021-04,RBR,JP,Asia,Rubber,120649,121075,114936,114936,-4.736,1,1.675,0.938,-0.0474,baseline,"{""enterprise"": 48273, ""mid_market"": 37929, ""small_business"": 20689, ""startup"": 8046}",false
2021-04,TIM,JP,Asia,Timber,105657,108958,99631,99631,-5.703,1,1.9375,0.938,-0.057,baseline,"{""enterprise"": 41845, ""mid_market"": 32878, ""small_business"": 17934, ""startup"": 6974}",false
2021-04,CEM,JP,Asia,Cement,36999,37767,36064,36064,-2.528,1,1.6225,0.938,-0.0253,baseline,"{""enterprise"": 15147, ""mid_market"": 11901, ""small_business"": 6492, ""startup"": 2525}",false
2021-04,GLS,JP,Asia,Glass,66187,62332,66252,66252,0.099,1,1.7275,0.938,0.001,baseline,"{""enterprise"": 27826, ""mid_market"": 21863, ""small_business"": 11925, ""startup"": 4638}",false
2021-04,PAP,JP,Asia,Paper,94431,94839,89824,89824,-4.878,1,1.465,0.938,-0.0488,baseline,"{""enterprise"": 37726, ""mid_market"": 29642, ""small_business"": 16168, ""startup"": 6288}",false
2021-04,STL,VN,Asia,Steel,60368,60104,64228,64228,6.394,1,1.675,0.938,0.0639,baseline,"{""enterprise"": 26976, ""mid_market"": 21195, ""small_business"": 11561, ""startup"": 4496}",false
2021-04,COP,VN,Asia,Copper,58170,58317,53479,53479,-8.064,1,1.9375,0.938,-0.0806,baseline,"{""enterprise"": 22461, ""mid_market"": 17648, ""small_business"": 9626, ""startup"": 3744}",false
2021-04,PLA,VN,Asia,Plastic,49659,51262,47127,47127,-5.098,1,1.5437,0.938,-0.051,baseline,"{""enterprise"": 19794, ""mid_market"": 15552, ""small_business"": 8483, ""startup"": 3299}",false
2021-04,CTN,VN,Asia,Cotton,69177,68648,67623,67623,-2.246,1,1.4125,0.938,-0.0225,baseline,"{""enterprise"": 28402, ""mid_market"": 22316, ""small_business"": 12172, ""startup"": 4734}",false
2021-04,SLC,VN,Asia,Silicon,66593,64722,77057,77057,15.712,1,2.2,0.938,0.1571,baseline,"{""enterprise"": 32364, ""mid_market"": 25429, ""small_business"": 13870, ""startup"": 5394}",false
2021-04,ALM,VN,Asia,Aluminum,78365,75169,69625,69625,-11.153,1,1.8062,0.938,-0.1115,baseline,"{""enterprise"": 29243, ""mid_market"": 22976, ""small_business"": 12533, ""startup"": 4874}",false
2021-04,LIT,VN,Asia,Lithium,101840,99774,101734,101734,-0.105,1,5.0875,0.938,-0.001,baseline,"{""enterprise"": 42728, ""mid_market"": 33572, ""small_business"": 18312, ""startup"": 7121}",false
2021-04,NIC,VN,Asia,Nickel,159129,155291,132716,132716,-16.599,1,3.25,0.938,-0.166,baseline,"{""enterprise"": 55741, ""mid_market"": 43796, ""small_business"": 23889, ""startup"": 9290}",false
2021-04,REE,VN,Asia,Rare Earth,134720,136168,139180,139180,3.311,1,3.775,0.938,0.0331,baseline,"{""enterprise"": 58456, ""mid_market"": 45930, ""small_business"": 25053, ""startup"": 9743}",false
2021-04,SEM,VN,Asia,Semiconductors,111610,111268,117771,117771,5.52,1,2.725,0.938,0.0552,baseline,"{""enterprise"": 49464, ""mid_market"": 38864, ""small_business"": 21199, ""startup"": 8244}",false
2021-04,RBR,VN,Asia,Rubber,85918,85890,82849,82849,-3.572,1,1.675,0.938,-0.0357,baseline,"{""enterprise"": 34797, ""mid_market"": 27340, ""small_business"": 14913, ""startup"": 5799}",false
2021-04,TIM,VN,Asia,Timber,75242,76301,75701,75701,0.61,1,1.9375,0.938,0.0061,baseline,"{""enterprise"": 31795, ""mid_market"": 24981, ""small_business"": 13626, ""startup"": 5299}",false
2021-04,CEM,VN,Asia,Cement,26348,26361,27027,27027,2.576,1,1.6225,0.938,0.0258,baseline,"{""enterprise"": 11352, ""mid_market"": 8919, ""small_business"": 4865, ""startup"": 1892}",false
2021-04,GLS,VN,Asia,Glass,47133,47448,45719,45719,-3.001,1,1.7275,0.938,-0.03,baseline,"{""enterprise"": 19202, ""mid_market"": 15087, ""small_business"": 8230, ""startup"": 3200}",false
2021-04,PAP,VN,Asia,Paper,67247,66878,71583,71583,6.448,1,1.465,0.938,0.0645,baseline,"{""enterprise"": 30065, ""mid_market"": 23623, ""small_business"": 12885, ""startup"": 5011}",false
2021-04,STL,BR,South America,Steel,63833,65097,54065,54065,-15.302,1,1.675,0.938,-0.153,baseline,"{""enterprise"": 22708, ""mid_market"": 17842, ""small_business"": 9732, ""startup"": 3785}",false
2021-04,COP,BR,South America,Copper,61508,62458,64356,64356,4.63,1,1.9375,0.938,0.0463,baseline,"{""enterprise"": 27030, ""mid_market"": 21238, ""small_business"": 11584, ""startup"": 4505}",false
2021-04,PLA,BR,South America,Plastic,52509,52719,45161,45161,-13.993,1,1.5437,0.938,-0.1399,baseline,"{""enterprise"": 18968, ""mid_market"": 14903, ""small_business"": 8129, ""startup"": 3161}",false
2021-04,CTN,BR,South America,Cotton,73147,72654,72206,72206,-1.287,1,1.4125,0.938,-0.0129,baseline,"{""enterprise"": 30327, ""mid_market"": 23828, ""small_business"": 12997, ""startup"": 5054}",false
2021-04,SLC,BR,South America,Silicon,70415,67609,68141,68141,-3.23,1,2.2,0.938,-0.0323,baseline,"{""enterprise"": 28619, ""mid_market"": 22487, ""small_business"": 12265, ""startup"": 4770}",false
2021-04,ALM,BR,South America,Aluminum,82862,80041,76520,76520,-7.654,1,1.8062,0.938,-0.0765,baseline,"{""enterprise"": 32139, ""mid_market"": 25252, ""small_business"": 13774, ""startup"": 5356}",false
2021-04,LIT,BR,South America,Lithium,107685,106331,104977,104977,-2.514,1,5.0875,0.938,-0.0251,baseline,"{""enterprise"": 44091, ""mid_market"": 34643, ""small_business"": 18896, ""startup"": 7348}",false
2021-04,NIC,BR,South America,Nickel,168261,169357,175234,175234,4.144,1,3.25,0.938,0.0414,baseline,"{""enterprise"": 73599, ""mid_market"": 57827, ""small_business"": 31542, ""startup"": 12266}",false
2021-04,REE,BR,South America,Rare Earth,142451,146780,130906,130906,-8.105,1,3.775,0.938,-0.081,baseline,"{""enterprise"": 54981, ""mid_market"": 43199, ""small_business"": 23563, ""startup"": 9163}",false
2021-04,SEM,BR,South America,Semiconductors,118015,118389,134449,134449,13.925,1,2.725,0.938,0.1392,baseline,"{""enterprise"": 56469, ""mid_market"": 44368, ""small_business"": 24201, ""startup"": 9411}",false
2021-04,RBR,BR,South America,Rubber,90849,92968,99276,99276,9.276,1,1.675,0.938,0.0928,baseline,"{""enterprise"": 41696, ""mid_market"": 32761, ""small_business"": 17870, ""startup"": 6949}",false
2021-04,TIM,BR,South America,Timber,79560,79328,86293,86293,8.463,1,1.9375,0.938,0.0846,baseline,"{""enterprise"": 36243, ""mid_market"": 28477, ""small_business"": 15533, ""startup"": 6041}",false
2021-04,CEM,BR,South America,Cement,27860,27355,27408,27408,-1.624,1,1.6225,0.938,-0.0162,baseline,"{""enterprise"": 11512, ""mid_market"": 9045, ""small_business"": 4934, ""startup"": 1919}",false
2021-04,GLS,BR,South America,Glass,49838,51402,48140,48140,-3.407,1,1.7275,0.938,-0.0341,baseline,"{""enterprise"": 20219, ""mid_market"": 15886, ""small_business"": 8665, ""startup"": 3370}",false
2021-04,PAP,BR,South America,Paper,71106,75329,58338,58338,-17.956,1,1.465,0.938,-0.1796,baseline,"{""enterprise"": 24502, ""mid_market"": 19252, ""small_business"": 10501, ""startup"": 4084}",false
2021-04,STL,KR,Asia,Steel,82132,83419,86473,86473,5.285,1,1.675,0.938,0.0528,baseline,"{""enterprise"": 36319, ""mid_market"": 28536, ""small_business"": 15565, ""startup"": 6053}",false
2021-04,COP,KR,Asia,Copper,79141,80718,74786,74786,-5.503,1,1.9375,0.938,-0.055,baseline,"{""enterprise"": 31411, ""mid_market"": 24680, ""small_business"": 13462, ""startup"": 5235}",false
2021-04,PLA,KR,Asia,Plastic,67562,68926,63931,63931,-5.374,1,1.5437,0.938,-0.0537,baseline,"{""enterprise"": 26851, ""mid_market"": 21097, ""small_business"": 11508, ""startup"": 4475}",false
2021-04,CTN,KR,Asia,Cotton,94117,90230,105116,105116,11.686,1,1.4125,0.938,0.1169,baseline,"{""enterprise"": 44149, ""mid_market"": 34688, ""small_business"": 18921, ""startup"": 7358}",false
2021-04,SLC,KR,Asia,Silicon,90601,89714,99680,99680,10.02,1,2.2,0.938,0.1002,baseline,"{""enterprise"": 41866, ""mid_market"": 32895, ""small_business"": 17942, ""startup"": 6978}",false
2021-04,ALM,KR,Asia,Aluminum,106617,107311,123444,123444,15.782,1,1.8062,0.938,0.1578,baseline,"{""enterprise"": 51847, ""mid_market"": 40737, ""small_business"": 22220, ""startup"": 8641}",false
2021-04,LIT,KR,Asia,Lithium,138556,136735,147278,147278,6.295,1,5.0875,0.938,0.0629,baseline,"{""enterprise"": 61857, ""mid_market"": 48602, ""small_business"": 26510, ""startup"": 10309}",false
2021-04,NIC,KR,Asia,Nickel,216498,218765,214537,214537,-0.905,1,3.25,0.938,-0.0091,baseline,"{""enterprise"": 90106, ""mid_market"": 70798, ""small_business"": 38617, ""startup"": 15018}",false
2021-04,REE,KR,Asia,Rare Earth,183289,180822,144879,144879,-20.956,1,3.775,0.938,-0.2096,baseline,"{""enterprise"": 60849, ""mid_market"": 47810, ""small_business"": 26078, ""startup"": 10142}",false
2021-04,SEM,KR,Asia,Semiconductors,151848,154087,158002,158002,4.053,1,2.725,0.938,0.0405,baseline,"{""enterprise"": 66361, ""mid_market"": 52141, ""small_business"": 28440, ""startup"": 11060}",false
2021-04,RBR,KR,Asia,Rubber,116893,115658,116214,116214,-0.581,1,1.675,0.938,-0.0058,baseline,"{""enterprise"": 48810, ""mid_market"": 38351, ""small_business"": 20919, ""startup"": 8135}",false
2021-04,TIM,KR,Asia,Timber,102368,104737,90973,90973,-11.131,1,1.9375,0.938,-0.1113,baseline,"{""enterprise"": 38209, ""mid_market"": 30021, ""small_business"": 16375, ""startup"": 6368}",false
2021-04,CEM,KR,Asia,Cement,35847,34777,31090,31090,-13.272,1,1.6225,0.938,-0.1327,baseline,"{""enterprise"": 13058, ""mid_market"": 10260, ""small_business"": 5596, ""startup"": 2176}",false
2021-04,GLS,KR,Asia,Glass,64126,66873,53580,53580,-16.446,1,1.7275,0.938,-0.1645,baseline,"{""enterprise"": 22504, ""mid_market"": 17681, ""small_business"": 9644, ""startup"": 3751}",false
2021-04,PAP,KR,Asia,Paper,91491,89828,85754,85754,-6.271,1,1.465,0.938,-0.0627,baseline,"{""enterprise"": 36017, ""mid_market"": 28299, ""small_business"": 15436, ""startup"": 6003}",false
2021-04,STL,MX,North America,Steel,66745,64727,66207,66207,-0.806,1,1.675,0.938,-0.0081,baseline,"{""enterprise"": 27807, ""mid_market"": 21848, ""small_business"": 11917, ""startup"": 4635}",false
2021-04,COP,MX,North America,Copper,64314,63383,66853,66853,3.947,1,1.9375,0.938,0.0395,baseline,"{""enterprise"": 28078, ""mid_market"": 22062, ""small_business"": 12034, ""startup"": 4680}",false
2021-04,PLA,MX,North America,Plastic,54904,53956,56957,56957,3.738,1,1.5437,0.938,0.0374,baseline,"{""enterprise"": 23922, ""mid_market"": 18796, ""small_business"": 10252, ""startup"": 3987}",false
2021-04,CTN,MX,North America,Cotton,76484,75222,76910,76910,0.557,1,1.4125,0.938,0.0056,baseline,"{""enterprise"": 32303, ""mid_market"": 25381, ""small_business"": 13844, ""startup"": 5384}",false
2021-04,SLC,MX,North America,Silicon,73628,72377,71205,71205,-3.29,1,2.2,0.938,-0.0329,baseline,"{""enterprise"": 29906, ""mid_market"": 23498, ""small_business"": 12817, ""startup"": 4984}",false
2021-04,ALM,MX,North America,Aluminum,86643,89486,83867,83867,-3.204,1,1.8062,0.938,-0.032,baseline,"{""enterprise"": 35224, ""mid_market"": 27676, ""small_business"": 15096, ""startup"": 5871}",false
2021-04,LIT,MX,North America,Lithium,112598,110697,103432,103432,-8.14,1,5.0875,0.938,-0.0814,baseline,"{""enterprise"": 43442, ""mid_market"": 34133, ""small_business"": 18618, ""startup"": 7240}",false
2021-04,NIC,MX,North America,Nickel,175938,174312,191423,191423,8.802,1,3.25,0.938,0.088,baseline,"{""enterprise"": 80398, ""mid_market"": 63170, ""small_business"": 34456, ""startup"": 13400}",false
2021-04,REE,MX,North America,Rare Earth,148951,144139,138319,138319,-7.138,1,3.775,0.938,-0.0714,baseline,"{""enterprise"": 58094, ""mid_market"": 45645, ""small_business"": 24897, ""startup"": 9682}",false
2021-04,SEM,MX,North America,Semiconductors,123399,127107,107442,107442,-12.932,1,2.725,0.938,-0.1293,baseline,"{""enterprise"": 45126, ""mid_market"": 35456, ""small_business"": 19340, ""startup"": 7521}",false
2021-04,RBR,MX,North America,Rubber,94994,97123,97079,97079,2.195,1,1.675,0.938,0.022,baseline,"{""enterprise"": 40774, ""mid_market"": 32036, ""small_business"": 17474, ""startup"": 6796}",false
2021-04,TIM,MX,North America,Timber,83189,83981,96622,96622,16.147,1,1.9375,0.938,0.1615,baseline,"{""enterprise"": 40582, ""mid_market"": 31886, ""small_business"": 17392, ""startup"": 6764}",false
2021-04,CEM,MX,North America,Cement,29131,27464,25937,25937,-10.964,1,1.6225,0.938,-0.1096,baseline,"{""enterprise"": 10894, ""mid_market"": 8560, ""small_business"": 4669, ""startup"": 1816}",false
2021-04,GLS,MX,North America,Glass,52112,52378,57803,57803,10.92,1,1.7275,0.938,0.1092,baseline,"{""enterprise"": 24277, ""mid_market"": 19075, ""small_business"": 10405, ""startup"": 4046}",false
2021-04,PAP,MX,North America,Paper,74350,74287,76670,76670,3.119,1,1.465,0.938,0.0312,baseline,"{""enterprise"": 32201, ""mid_market"": 25301, ""small_business"": 13801, ""startup"": 5367}",false
2021-04,STL,TH,Asia,Steel,60880,57180,57813,57813,-5.037,1,1.675,0.938,-0.0504,baseline,"{""enterprise"": 24282, ""mid_market"": 19078, ""small_business"": 10406, ""startup"": 4047}",false
2021-04,COP,TH,Asia,Copper,58663,58012,64535,64535,10.011,1,1.9375,0.938,0.1001,baseline,"{""enterprise"": 27105, ""mid_market"": 21297, ""small_business"": 11616, ""startup"": 4518}",false
2021-04,PLA,TH,Asia,Plastic,50080,51176,46331,46331,-7.485,1,1.5437,0.938,-0.0748,baseline,"{""enterprise"": 19459, ""mid_market"": 15289, ""small_business"": 8340, ""startup"": 3243}",false
2021-04,CTN,TH,Asia,Cotton,69763,71412,77738,77738,11.432,1,1.4125,0.938,0.1143,baseline,"{""enterprise"": 32650, ""mid_market"": 25654, ""small_business"": 13993, ""startup"": 5442}",false
2021-04,SLC,TH,Asia,Silicon,67158,70376,69565,69565,3.585,1,2.2,0.938,0.0359,baseline,"{""enterprise"": 29218, ""mid_market"": 22957, ""small_business"": 12522, ""startup"": 4870}",false
2021-04,ALM,TH,Asia,Aluminum,79029,83237,88162,88162,11.557,1,1.8062,0.938,0.1156,baseline,"{""enterprise"": 37028, ""mid_market"": 29094, ""small_business"": 15869, ""startup"": 6171}",false
2021-04,LIT,TH,Asia,Lithium,102703,102071,93407,93407,-9.052,1,5.0875,0.938,-0.0905,baseline,"{""enterprise"": 39231, ""mid_market"": 30824, ""small_business"": 16813, ""startup"": 6539}",false
2021-04,NIC,TH,Asia,Nickel,160477,161346,173210,173210,7.934,1,3.25,0.938,0.0793,baseline,"{""enterprise"": 72749, ""mid_market"": 57160, ""small_business"": 31178, ""startup"": 12125}",false
2021-04,REE,TH,Asia,Rare Earth,135861,136022,130882,130882,-3.665,1,3.775,0.938,-0.0366,baseline,"{""enterprise"": 54971, ""mid_market"": 43191, ""small_business"": 23559, ""startup"": 9162}",false
2021-04,SEM,TH,Asia,Semiconductors,112556,113375,113023,113023,0.415,1,2.725,0.938,0.0042,baseline,"{""enterprise"": 47470, ""mid_market"": 37298, ""small_business"": 20344, ""startup"": 7912}",false
2021-04,RBR,TH,Asia,Rubber,86646,86295,81394,81394,-6.061,1,1.675,0.938,-0.0606,baseline,"{""enterprise"": 34186, ""mid_market"": 26860, ""small_business"": 14651, ""startup"": 5698}",false
2021-04,TIM,TH,Asia,Timber,75879,73168,68882,68882,-9.222,1,1.9375,0.938,-0.0922,baseline,"{""enterprise"": 28930, ""mid_market"": 22731, ""small_business"": 12399, ""startup"": 4822}",false
2021-04,CEM,TH,Asia,Cement,26571,26391,23460,23460,-11.711,1,1.6225,0.938,-0.1171,baseline,"{""enterprise"": 9853, ""mid_market"": 7742, ""small_business"": 4223, ""startup"": 1642}",false
2021-04,GLS,TH,Asia,Glass,47533,46572,44371,44371,-6.651,1,1.7275,0.938,-0.0665,baseline,"{""enterprise"": 18636, ""mid_market"": 14643, ""small_business"": 7987, ""startup"": 3106}",false
2021-04,PAP,TH,Asia,Paper,67817,65918,64793,64793,-4.46,1,1.465,0.938,-0.0446,baseline,"{""enterprise"": 27213, ""mid_market"": 21382, ""small_business"": 11663, ""startup"": 4536}",false
2021-04,STL,PL,Europe,Steel,70967,68457,64027,64027,-9.779,1,1.675,0.938,-0.0978,baseline,"{""enterprise"": 26892, ""mid_market"": 21129, ""small_business"": 11525, ""startup"": 4482}",false
2021-04,COP,PL,Europe,Copper,68383,67978,68714,68714,0.484,1,1.9375,0.938,0.0048,baseline,"{""enterprise"": 28860, ""mid_market"": 22676, ""small_business"": 12369, ""startup"": 4810}",false
2021-04,PLA,PL,Europe,Plastic,58378,57686,60522,60522,3.673,1,1.5437,0.938,0.0367,baseline,"{""enterprise"": 25419, ""mid_market"": 19972, ""small_business"": 10894, ""startup"": 4237}",false
2021-04,CTN,PL,Europe,Cotton,81323,81251,91477,91477,12.486,1,1.4125,0.938,0.1249,baseline,"{""enterprise"": 38420, ""mid_market"": 30187, ""small_business"": 16466, ""startup"": 6403}",false
2021-04,SLC,PL,Europe,Silicon,78285,77318,80150,80150,2.382,1,2.2,0.938,0.0238,baseline,"{""enterprise"": 33663, ""mid_market"": 26450, ""small_business"": 14427, ""startup"": 5611}",false
2021-04,ALM,PL,Europe,Aluminum,92124,91325,82233,82233,-10.737,1,1.8062,0.938,-0.1074,baseline,"{""enterprise"": 34538, ""mid_market"": 27137, ""small_business"": 14802, ""startup"": 5756}",false
2021-04,LIT,PL,Europe,Lithium,119721,122269,110244,110244,-7.916,1,5.0875,0.938,-0.0792,baseline,"{""enterprise"": 46303, ""mid_market"": 36381, ""small_business"": 19844, ""startup"": 7717}",false
2021-04,NIC,PL,Europe,Nickel,187068,182845,222066,222066,18.709,1,3.25,0.938,0.1871,baseline,"{""enterprise"": 93268, ""mid_market"": 73282, ""small_business"": 39972, ""startup"": 15545}",false
2021-04,REE,PL,Europe,Rare Earth,158373,157313,126959,126959,-19.835,1,3.775,0.938,-0.1984,baseline,"{""enterprise"": 53323, ""mid_market"": 41897, ""small_business"": 22853, ""startup"": 8887}",false
2021-04,SEM,PL,Europe,Semiconductors,131206,130837,160952,160952,22.671,1,2.725,0.938,0.2267,baseline,"{""enterprise"": 67600, ""mid_market"": 53114, ""small_business"": 28971, ""startup"": 11267}",false
2021-04,RBR,PL,Europe,Rubber,101003,101193,89846,89846,-11.047,1,1.675,0.938,-0.1105,baseline,"{""enterprise"": 37735, ""mid_market"": 29649, ""small_business"": 16172, ""startup"": 6289}",false
2021-04,TIM,PL,Europe,Timber,88452,88433,83810,83810,-5.248,1,1.9375,0.938,-0.0525,baseline,"{""enterprise"": 35200, ""mid_market"": 27657, ""small_business"": 15086, ""startup"": 5867}",false
2021-04,CEM,PL,Europe,Cement,30974,29185,30666,30666,-0.995,1,1.6225,0.938,-0.01,baseline,"{""enterprise"": 12880, ""mid_market"": 10120, ""small_business"": 5520, ""startup"": 2147}",false
2021-04,GLS,PL,Europe,Glass,55409,56179,54185,54185,-2.21,1,1.7275,0.938,-0.0221,baseline,"{""enterprise"": 22758, ""mid_market"": 17881, ""small_business"": 9753, ""startup"": 3793}",false
2021-04,PAP,PL,Europe,Paper,79054,76100,79941,79941,1.123,1,1.465,0.938,0.0112,baseline,"{""enterprise"": 33576, ""mid_market"": 26381, ""small_business"": 14390, ""startup"": 5596}",false
2021-04,STL,TR,Middle East,Steel,63578,64006,59748,59748,-6.025,1,1.675,0.938,-0.0602,baseline,"{""enterprise"": 25094, ""mid_market"": 19717, ""small_business"": 10755, ""startup"": 4182}",false
2021-04,COP,TR,Middle East,Copper,61263,60854,58533,58533,-4.456,1,1.9375,0.938,-0.0446,baseline,"{""enterprise"": 24584, ""mid_market"": 19316, ""small_business"": 10536, ""startup"": 4097}",false
2021-04,PLA,TR,Middle East,Plastic,52299,52317,62277,62277,19.077,1,1.5437,0.938,0.1908,baseline,"{""enterprise"": 26156, ""mid_market"": 20551, ""small_business"": 11210, ""startup"": 4359}",false
2021-04,CTN,TR,Middle East,Cotton,72855,76600,76268,76268,4.684,1,1.4125,0.938,0.0468,baseline,"{""enterprise"": 32033, ""mid_market"": 25169, ""small_business"": 13728, ""startup"": 5339}",false
2021-04,SLC,TR,Middle East,Silicon,70134,67883,75584,75584,7.77,1,2.2,0.938,0.0777,baseline,"{""enterprise"": 31745, ""mid_market"": 24943, ""small_business"": 13605, ""startup"": 5291}",false
2021-04,ALM,TR,Middle East,Aluminum,82532,83615,69778,69778,-15.453,1,1.8062,0.938,-0.1545,baseline,"{""enterprise"": 29307, ""mid_market"": 23027, ""small_business"": 12560, ""startup"": 4885}",false
2021-04,LIT,TR,Middle East,Lithium,107256,107745,101084,101084,-5.754,1,5.0875,0.938,-0.0575,baseline,"{""enterprise"": 42455, ""mid_market"": 33358, ""small_business"": 18195, ""startup"": 7076}",false
2021-04,NIC,TR,Middle East,Nickel,167590,163085,146017,146017,-12.872,1,3.25,0.938,-0.1287,baseline,"{""enterprise"": 61327, ""mid_market"": 48186, ""small_business"": 26283, ""startup"": 10221}",false
2021-04,REE,TR,Middle East,Rare Earth,141884,141877,112368,112368,-20.803,1,3.775,0.938,-0.208,baseline,"{""enterprise"": 47195, ""mid_market"": 37082, ""small_business"": 20226, ""startup"": 7866}",false
2021-04,SEM,TR,Middle East,Semiconductors,117545,113684,125731,125731,6.964,1,2.725,0.938,0.0696,baseline,"{""enterprise"": 52807, ""mid_market"": 41491, ""small_business"": 22632, ""startup"": 8801}",false
2021-04,RBR,TR,Middle East,Rubber,90487,93011,89134,89134,-1.495,1,1.675,0.938,-0.0149,baseline,"{""enterprise"": 37437, ""mid_market"": 29415, ""small_business"": 16044, ""startup"": 6239}",false
2021-04,TIM,TR,Middle East,Timber,79243,77462,56232,56232,-29.038,1,1.9375,0.938,-0.2904,baseline,"{""enterprise"": 23618, ""mid_market"": 18557, ""small_business"": 10122, ""startup"": 3936}",false
2021-04,CEM,TR,Middle East,Cement,27749,27854,23597,23597,-14.963,1,1.6225,0.938,-0.1496,baseline,"{""enterprise"": 9911, ""mid_market"": 7787, ""small_business"": 4248, ""startup"": 1652}",false
2021-04,GLS,TR,Middle East,Glass,49640,50271,49564,49564,-0.152,1,1.7275,0.938,-0.0015,baseline,"{""enterprise"": 20817, ""mid_market"": 16356, ""small_business"": 8922, ""startup"": 3470}",false
2021-04,PAP,TR,Middle East,Paper,70823,72541,75867,75867,7.122,1,1.465,0.938,0.0712,baseline,"{""enterprise"": 31864, ""mid_market"": 25036, ""small_business"": 13656, ""startup"": 5311}",false
2021-04,STL,ZA,Africa,Steel,60276,59226,56622,56622,-6.063,1,1.675,0.938,-0.0606,baseline,"{""enterprise"": 23781, ""mid_market"": 18685, ""small_business"": 10192, ""startup"": 3964}",false
2021-04,COP,ZA,Africa,Copper,58081,57372,49842,49842,-14.186,1,1.9375,0.938,-0.1419,baseline,"{""enterprise"": 20934, ""mid_market"": 16448, ""small_business"": 8972, ""startup"": 3489}",false
2021-04,PLA,ZA,Africa,Plastic,49583,49828,40881,40881,-17.551,1,1.5437,0.938,-0.1755,baseline,"{""enterprise"": 17170, ""mid_market"": 13491, ""small_business"": 7359, ""startup"": 2862}",false
2021-04,CTN,ZA,Africa,Cotton,69071,67647,59032,59032,-14.534,1,1.4125,0.938,-0.1453,baseline,"{""enterprise"": 24794, ""mid_market"": 19481, ""small_business"": 10626, ""startup"": 4132}",false
2021-04,SLC,ZA,Africa,Silicon,66492,67033,68980,68980,3.742,1,2.2,0.938,0.0374,baseline,"{""enterprise"": 28972, ""mid_market"": 22763, ""small_business"": 12416, ""startup"": 4829}",false
2021-04,ALM,ZA,Africa,Aluminum,78246,77110,84602,84602,8.124,1,1.8062,0.938,0.0812,baseline,"{""enterprise"": 35533, ""mid_market"": 27919, ""small_business"": 15228, ""startup"": 5922}",false
2021-04,LIT,ZA,Africa,Lithium,101685,105468,108053,108053,6.262,1,5.0875,0.938,0.0626,baseline,"{""enterprise"": 45382, ""mid_market"": 35658, ""small_business"": 19450, ""startup"": 7564}",false
2021-04,NIC,ZA,Africa,Nickel,158886,156819,155371,155371,-2.212,1,3.25,0.938,-0.0221,baseline,"{""enterprise"": 65256, ""mid_market"": 51273, ""small_business"": 27967, ""startup"": 10876}",false
2021-04,REE,ZA,Africa,Rare Earth,134515,131163,138900,138900,3.26,1,3.775,0.938,0.0326,baseline,"{""enterprise"": 58338, ""mid_market"": 45837, ""small_business"": 25002, ""startup"": 9723}",false
2021-04,SEM,ZA,Africa,Semiconductors,111440,108986,105914,105914,-4.958,1,2.725,0.938,-0.0496,baseline,"{""enterprise"": 44484, ""mid_market"": 34952, ""small_business"": 19065, ""startup"": 7414}",false
2021-04,RBR,ZA,Africa,Rubber,85787,83700,78159,78159,-8.892,1,1.675,0.938,-0.0889,baseline,"{""enterprise"": 32827, ""mid_market"": 25793, ""small_business"": 14069, ""startup"": 5471}",false
2021-04,TIM,ZA,Africa,Timber,75127,73658,69719,69719,-7.198,1,1.9375,0.938,-0.072,baseline,"{""enterprise"": 29282, ""mid_market"": 23008, ""small_business"": 12550, ""startup"": 4880}",false
2021-04,CEM,ZA,Africa,Cement,26308,26021,26430,26430,0.462,1,1.6225,0.938,0.0046,baseline,"{""enterprise"": 11101, ""mid_market"": 8722, ""small_business"": 4757, ""startup"": 1850}",false
2021-04,GLS,ZA,Africa,Glass,47062,47557,50275,50275,6.827,1,1.7275,0.938,0.0683,baseline,"{""enterprise"": 21116, ""mid_market"": 16591, ""small_business"": 9050, ""startup"": 3519}",false
2021-04,PAP,ZA,Africa,Paper,67145,68642,72250,72250,7.604,1,1.465,0.938,0.076,baseline,"{""enterprise"": 30345, ""mid_market"": 23843, ""small_business"": 13005, ""startup"": 5058}",false
2021-04,STL,AU,Oceania,Steel,84879,82089,85336,85336,0.538,1,1.675,0.938,0.0054,baseline,"{""enterprise"": 35841, ""mid_market"": 28161, ""small_business"": 15361, ""startup"": 5974}",false
