log_id,timestamp,user_id,user_role,action_type,entity_type,entity_id,field_changed,old_value,new_value,ip_address,user_agent,session_id,result,error_message,duration_ms
LOG-0034396,2019-10-06T00:23:00Z,USR-0013,analyst,VIEW,purchase_order,PO-142853,,,,10.29.141.1,Safari/macOS,SES-002225,success,,2291
LOG-0034397,2020-09-03T16:10:00Z,USR-0038,analyst,LOGIN,purchase_order,PO-129086,,,,10.36.254.94,Chrome/macOS,SES-012763,success,,2063
LOG-0034398,2022-09-25T10:31:00Z,USR-0003,analyst,REJECT,purchase_order,PO-130523,risk_score,,,10.84.197.165,Safari/macOS,SES-024262,success,,1565
LOG-0034399,2016-06-06T04:27:00Z,USR-0003,procurement_manager,UPDATE,purchase_order,PO-107655,status,pending,,10.208.29.202,Edge/Windows,SES-024501,success,,1290
LOG-0034400,2023-12-18T07:25:00Z,USR-0080,viewer,LOGOUT,purchase_order,PO-111359,,,,10.167.225.219,API-client/2.1,SES-014108,success,,1124
LOG-0034401,2015-12-24T21:01:00Z,USR-0082,viewer,LOGIN,purchase_order,PO-101402,,,,10.94.35.92,Edge/Windows,SES-022552,success,,231
LOG-0034402,2019-03-07T01:05:00Z,USR-0011,analyst,CREATE,purchase_order,PO-133681,,,,10.193.98.95,Chrome/macOS,SES-023736,success,,1709
LOG-0034403,2017-09-19T21:30:00Z,USR-0079,viewer,VIEW,purchase_order,PO-115708,,,,10.50.53.134,API-client/2.1,SES-000143,success,,48
LOG-0034404,2020-08-19T02:12:00Z,USR-0080,viewer,UPDATE,purchase_order,PO-105015,total_usd,pending,,10.118.109.233,Safari/macOS,SES-005377,success,,2387
LOG-0034405,2017-11-10T03:37:00Z,USR-0063,procurement_manager,UPDATE,purchase_order,PO-103631,status,pending,,10.189.110.54,Edge/Windows,SES-021679,success,,2356
LOG-0034406,2020-01-04T04:16:00Z,USR-0038,viewer,VIEW,purchase_order,PO-149384,,,,10.104.123.162,Safari/macOS,SES-021591,success,,1173
LOG-0034407,2022-01-03T06:32:00Z,USR-0059,viewer,SUBMIT,purchase_order,PO-144972,,,,10.39.112.4,Edge/Windows,SES-008282,success,,74
LOG-0034408,2024-05-22T03:32:00Z,USR-0034,analyst,VIEW,purchase_order,PO-142799,,,,10.161.207.71,Edge/Windows,SES-006672,success,,1312
LOG-0034409,2019-02-22T17:36:00Z,USR-0055,analyst,CREATE,purchase_order,PO-103349,,,,10.77.2.12,API-client/2.1,SES-004568,success,,1494
LOG-0034410,2020-03-08T15:48:00Z,USR-0074,viewer,VIEW,purchase_order,PO-121119,,,,10.175.108.176,Chrome/macOS,SES-015400,success,,1996
LOG-0034411,2016-12-13T22:36:00Z,USR-0010,procurement_manager,LOGIN,purchase_order,PO-129008,,,,10.72.122.247,Chrome/macOS,SES-014049,success,,1837
LOG-0034412,2024-08-21T17:46:00Z,USR-0057,procurement_manager,VIEW,purchase_order,PO-117070,,,,10.123.24.97,Edge/Windows,SES-002733,success,,533
LOG-0034413,2023-01-08T19:29:00Z,USR-0039,analyst,VIEW,purchase_order,PO-109215,,,,10.72.83.168,Safari/macOS,SES-016090,success,,1959
LOG-0034414,2024-09-27T18:14:00Z,USR-0071,admin,VIEW,purchase_order,PO-131980,,,,10.218.120.86,Chrome/macOS,SES-022919,success,,1235
LOG-0034415,2023-03-16T18:46:00Z,USR-0051,viewer,CREATE,purchase_order,PO-127770,,,,10.179.131.243,Chrome/macOS,SES-020075,success,,2206
LOG-0034416,2024-06-21T06:11:00Z,USR-0010,procurement_manager,CANCEL,purchase_order,PO-101120,,,,10.216.210.91,Safari/macOS,SES-022784,success,,2101
LOG-0034417,2017-03-07T06:47:00Z,USR-0025,admin,CREATE,purchase_order,PO-120694,,,,10.155.229.124,Chrome/macOS,SES-010607,success,,184
LOG-0034418,2015-09-10T08:14:00Z,USR-0085,procurement_manager,ARCHIVE,purchase_order,PO-120828,,,,10.156.172.140,Safari/macOS,SES-009134,success,,711
LOG-0034419,2020-05-09T10:14:00Z,USR-0072,viewer,VIEW,purchase_order,PO-146434,,,,10.164.234.239,Edge/Windows,SES-014505,success,,1174
LOG-0034420,2023-08-20T19:07:00Z,USR-0015,analyst,VIEW,purchase_order,PO-136390,,,,10.21.72.196,Edge/Windows,SES-002896,success,,815
LOG-0034421,2016-08-02T05:37:00Z,USR-0057,admin,VIEW,purchase_order,PO-133346,,,,10.162.143.184,Edge/Windows,SES-022334,success,,133
LOG-0034422,2016-10-02T04:25:00Z,USR-0031,procurement_manager,CREATE,purchase_order,PO-142866,,,,10.43.87.17,API-client/2.1,SES-019503,success,,1023
LOG-0034423,2022-04-21T12:07:00Z,USR-0077,admin,UPDATE,purchase_order,PO-105128,payment_terms,pending,,10.90.208.17,Edge/Windows,SES-001978,success,,583
LOG-0034424,2021-06-09T20:45:00Z,USR-0036,admin,CREATE,purchase_order,PO-100012,,,,10.81.100.81,Safari/macOS,SES-012939,success,,2111
LOG-0034425,2015-03-23T06:16:00Z,USR-0085,viewer,UPDATE,purchase_order,PO-114436,status,pending,,10.49.242.127,API-client/2.1,SES-002359,success,,837
LOG-0034426,2023-03-13T08:40:00Z,USR-0042,analyst,LOGIN,purchase_order,PO-136004,,,,10.138.22.105,Edge/Windows,SES-000595,success,,206
LOG-0034427,2015-02-13T04:16:00Z,USR-0028,procurement_manager,VIEW,purchase_order,PO-123723,,,,10.174.238.162,API-client/2.1,SES-010642,success,,1548
LOG-0034428,2015-09-03T06:35:00Z,USR-0053,viewer,SUBMIT,purchase_order,PO-136484,,,,10.216.111.149,Chrome/macOS,SES-009007,success,,1745
LOG-0034429,2023-09-08T03:45:00Z,USR-0038,viewer,UPDATE,purchase_order,PO-145102,total_usd,pending,,10.165.53.122,Chrome/macOS,SES-021638,success,,148
LOG-0034430,2016-09-14T13:42:00Z,USR-0020,admin,EXPORT,purchase_order,PO-126202,,,,10.197.247.194,Edge/Windows,SES-013265,success,,1143
LOG-0034431,2020-05-26T06:16:00Z,USR-0027,viewer,VIEW,purchase_order,PO-134750,,,,10.215.144.227,API-client/2.1,SES-008745,success,,532
LOG-0034432,2016-02-14T09:31:00Z,USR-0022,procurement_manager,VIEW,purchase_order,PO-102862,,,,10.12.127.89,Edge/Windows,SES-006809,success,,1162
LOG-0034433,2023-02-12T05:38:00Z,USR-0052,admin,LOGIN,purchase_order,PO-139449,,,,10.83.128.62,API-client/2.1,SES-018398,success,,1800
LOG-0034434,2019-02-05T12:17:00Z,USR-0077,viewer,LOGIN,purchase_order,PO-123084,,,,10.134.80.227,Safari/macOS,SES-020723,success,,2048
LOG-0034435,2017-07-12T10:16:00Z,USR-0066,procurement_manager,UPDATE,purchase_order,PO-129655,total_usd,pending,,10.148.205.3,API-client/2.1,SES-019655,success,,1496
LOG-0034436,2018-09-23T00:45:00Z,USR-0018,analyst,LOGIN,purchase_order,PO-122446,,,,10.97.231.15,Edge/Windows,SES-007374,success,,1773
LOG-0034437,2022-06-02T16:14:00Z,USR-0015,procurement_manager,LOGIN,purchase_order,PO-146735,,,,10.52.232.247,Edge/Windows,SES-014353,success,,1136
LOG-0034438,2021-11-21T02:53:00Z,USR-0043,viewer,CREATE,purchase_order,PO-103187,,,,10.146.206.68,Edge/Windows,SES-022252,success,,604
LOG-0034439,2015-04-14T03:55:00Z,USR-0060,analyst,LOGIN,purchase_order,PO-114131,,,,10.146.84.181,Safari/macOS,SES-012061,success,,315
LOG-0034440,2017-04-01T13:28:00Z,USR-0023,procurement_manager,LOGIN,purchase_order,PO-144200,,,,10.93.211.56,Chrome/macOS,SES-000121,success,,2303
LOG-0034441,2020-09-03T06:29:00Z,USR-0051,procurement_manager,UPDATE,purchase_order,PO-140737,payment_terms,pending,,10.64.116.24,API-client/2.1,SES-005197,success,,2098
LOG-0034442,2015-07-18T07:41:00Z,USR-0038,viewer,VIEW,purchase_order,PO-116396,,,,10.86.109.168,Safari/macOS,SES-002845,success,,1221
LOG-0034443,2021-01-27T13:33:00Z,USR-0053,procurement_manager,REJECT,purchase_order,PO-109959,risk_score,,,10.51.5.132,Chrome/macOS,SES-023257,success,,1662
LOG-0034444,2016-06-16T13:53:00Z,USR-0054,viewer,UPDATE,purchase_order,PO-149334,risk_score,pending,,10.40.222.10,Edge/Windows,SES-024961,success,,674
LOG-0034445,2024-04-05T15:27:00Z,USR-0085,analyst,LOGOUT,purchase_order,PO-141949,,,,10.213.100.188,Chrome/macOS,SES-007253,success,,1629
LOG-0034446,2015-06-24T17:12:00Z,USR-0044,viewer,VIEW,purchase_order,PO-114105,,,,10.89.27.194,Chrome/macOS,SES-009908,success,,2328
LOG-0034447,2018-05-18T16:29:00Z,USR-0076,procurement_manager,VIEW,purchase_order,PO-144146,,,,10.110.25.200,Chrome/macOS,SES-019983,success,,2312
LOG-0034448,2020-06-10T11:00:00Z,USR-0004,procurement_manager,UPDATE,purchase_order,PO-142704,payment_terms,pending,,10.176.9.26,Edge/Windows,SES-002378,success,,1343
LOG-0034449,2021-08-01T15:40:00Z,USR-0035,analyst,CREATE,purchase_order,PO-144516,,,,10.5.98.220,Chrome/macOS,SES-007451,success,,1149
LOG-0034450,2020-11-23T07:01:00Z,USR-0036,procurement_manager,UPDATE,purchase_order,PO-137114,status,pending,,10.115.35.237,Safari/macOS,SES-006644,success,,1639
LOG-0034451,2021-01-11T07:38:00Z,USR-0065,viewer,CREATE,purchase_order,PO-104804,,,,10.199.248.251,Safari/macOS,SES-002350,success,,860
LOG-0034452,2019-01-03T14:51:00Z,USR-0080,procurement_manager,UPDATE,purchase_order,PO-119051,status,pending,,10.43.155.177,API-client/2.1,SES-002004,success,,370
LOG-0034453,2021-03-08T20:49:00Z,USR-0038,procurement_manager,REJECT,purchase_order,PO-130381,status,,,10.20.99.134,API-client/2.1,SES-012487,success,,801
LOG-0034454,2015-02-20T14:46:00Z,USR-0051,admin,VIEW,purchase_order,PO-114846,,,,10.163.112.54,API-client/2.1,SES-007694,success,,1124
LOG-0034455,2021-02-08T01:30:00Z,USR-0085,viewer,VIEW,purchase_order,PO-144818,,,,10.7.9.250,Safari/macOS,SES-003116,success,,1748
LOG-0034456,2017-07-09T01:08:00Z,USR-0047,procurement_manager,LOGIN,purchase_order,PO-106076,,,,10.177.253.144,Chrome/macOS,SES-010470,success,,2367
LOG-0034457,2016-09-16T13:16:00Z,USR-0066,admin,CREATE,purchase_order,PO-115401,,,,10.210.2.201,API-client/2.1,SES-007874,success,,786
LOG-0034458,2022-07-27T13:39:00Z,USR-0028,procurement_manager,VIEW,purchase_order,PO-136486,,,,10.119.179.48,Safari/macOS,SES-016495,success,,1966
LOG-0034459,2023-01-08T08:48:00Z,USR-0045,admin,UPDATE,purchase_order,PO-135556,status,pending,,10.216.108.64,API-client/2.1,SES-009107,success,,791
LOG-0034460,2015-11-10T14:56:00Z,USR-0012,procurement_manager,APPROVE,purchase_order,PO-114471,total_usd,,approved,10.181.121.82,Edge/Windows,SES-013976,success,,2155
LOG-0034461,2021-05-19T23:39:00Z,USR-0037,admin,CREATE,purchase_order,PO-114768,,,,10.139.111.207,Chrome/macOS,SES-021877,success,,369
LOG-0034462,2016-12-07T15:00:00Z,USR-0008,procurement_manager,CREATE,purchase_order,PO-115108,,,,10.160.18.122,API-client/2.1,SES-000729,success,,2055
LOG-0034463,2020-01-13T03:57:00Z,USR-0021,analyst,REJECT,purchase_order,PO-112931,payment_terms,,,10.101.39.66,Chrome/macOS,SES-010027,success,,1662
LOG-0034464,2020-11-11T03:22:00Z,USR-0054,analyst,VIEW,purchase_order,PO-104485,,,,10.84.207.101,API-client/2.1,SES-018961,success,,2179
LOG-0034465,2019-01-19T12:49:00Z,USR-0072,viewer,VIEW,purchase_order,PO-107088,,,,10.21.94.252,Chrome/macOS,SES-012745,success,,998
LOG-0034466,2022-04-16T09:56:00Z,USR-0083,admin,CREATE,purchase_order,PO-102252,,,,10.59.3.5,API-client/2.1,SES-016936,success,,175
LOG-0034467,2021-09-08T19:59:00Z,USR-0008,admin,VIEW,purchase_order,PO-109724,,,,10.12.136.1,API-client/2.1,SES-003569,success,,1587
LOG-0034468,2016-07-17T22:29:00Z,USR-0070,analyst,SUBMIT,purchase_order,PO-111324,,,,10.69.239.138,Edge/Windows,SES-011462,success,,1863
LOG-0034469,2020-07-14T16:25:00Z,USR-0019,viewer,EXPORT,purchase_order,PO-124809,,,,10.168.109.8,API-client/2.1,SES-004972,success,,2030
LOG-0034470,2017-02-05T09:15:00Z,USR-0008,procurement_manager,VIEW,purchase_order,PO-132122,,,,10.47.168.172,Safari/macOS,SES-021497,success,,39
LOG-0034471,2021-04-23T16:49:00Z,USR-0085,admin,EXPORT,purchase_order,PO-132128,,,,10.204.66.163,Edge/Windows,SES-021061,success,,815
LOG-0034472,2024-08-06T06:40:00Z,USR-0024,procurement_manager,UPDATE,purchase_order,PO-118518,risk_score,pending,,10.68.143.194,Chrome/macOS,SES-008235,success,,1800
LOG-0034473,2018-01-24T11:50:00Z,USR-0010,analyst,UPDATE,purchase_order,PO-105131,total_usd,pending,,10.15.188.204,Edge/Windows,SES-004157,success,,2297
LOG-0034474,2018-07-23T07:19:00Z,USR-0082,viewer,LOGIN,purchase_order,PO-127236,,,,10.49.35.157,Chrome/macOS,SES-005787,success,,1322
LOG-0034475,2020-05-30T08:02:00Z,USR-0053,analyst,LOGOUT,purchase_order,PO-119059,,,,10.35.133.172,Chrome/macOS,SES-000335,success,,1208
LOG-0034476,2020-06-25T23:48:00Z,USR-0053,analyst,UPDATE,purchase_order,PO-101021,status,pending,,10.86.8.31,API-client/2.1,SES-001387,success,,199
LOG-0034477,2018-07-19T21:20:00Z,USR-0021,procurement_manager,VIEW,purchase_order,PO-126067,,,,10.99.93.43,API-client/2.1,SES-001618,success,,337
LOG-0034478,2018-01-11T04:08:00Z,USR-0084,admin,UPDATE,purchase_order,PO-126160,status,pending,,10.150.210.20,Safari/macOS,SES-010244,failure,permission denied,1009
LOG-0034479,2023-09-15T13:50:00Z,USR-0048,analyst,LOGOUT,purchase_order,PO-104027,,,,10.29.168.219,API-client/2.1,SES-021767,success,,2227
LOG-0034480,2023-05-07T02:55:00Z,USR-0048,admin,VIEW,purchase_order,PO-118518,,,,10.19.217.15,API-client/2.1,SES-013201,success,,1335
LOG-0034481,2024-04-03T05:12:00Z,USR-0031,analyst,VIEW,purchase_order,PO-122966,,,,10.164.183.18,API-client/2.1,SES-022282,success,,1858
LOG-0034482,2015-01-23T09:26:00Z,USR-0070,analyst,LOGOUT,purchase_order,PO-137894,,,,10.148.211.90,Safari/macOS,SES-009154,success,,97
LOG-0034483,2017-08-01T22:44:00Z,USR-0027,admin,CREATE,purchase_order,PO-103109,,,,10.84.20.210,Chrome/macOS,SES-020811,success,,1700
LOG-0034484,2016-07-11T11:39:00Z,USR-0074,admin,LOGOUT,purchase_order,PO-129501,,,,10.97.119.104,Safari/macOS,SES-023788,success,,2171
LOG-0034485,2024-10-08T14:35:00Z,USR-0031,procurement_manager,SUBMIT,purchase_order,PO-103437,,,,10.71.253.158,Safari/macOS,SES-018179,success,,1867
LOG-0034486,2015-02-05T22:36:00Z,USR-0038,viewer,LOGOUT,purchase_order,PO-125658,,,,10.77.223.200,Safari/macOS,SES-009111,success,,1752
LOG-0034487,2017-10-13T03:04:00Z,USR-0003,procurement_manager,LOGIN,purchase_order,PO-100129,,,,10.73.217.200,API-client/2.1,SES-020099,success,,252
LOG-0034488,2020-06-29T23:39:00Z,USR-0006,analyst,VIEW,purchase_order,PO-108385,,,,10.214.134.145,Edge/Windows,SES-021806,success,,431
LOG-0034489,2019-01-01T16:30:00Z,USR-0078,analyst,VIEW,purchase_order,PO-127790,,,,10.22.34.150,Edge/Windows,SES-012407,success,,630
LOG-0034490,2018-01-09T22:48:00Z,USR-0081,analyst,ARCHIVE,purchase_order,PO-133274,,,,10.65.241.43,Edge/Windows,SES-015233,success,,1642
LOG-0034491,2023-02-05T11:19:00Z,USR-0052,procurement_manager,UPDATE,purchase_order,PO-134488,risk_score,pending,,10.94.92.48,API-client/2.1,SES-023686,success,,1673
LOG-0034492,2024-08-31T15:08:00Z,USR-0004,admin,VIEW,purchase_order,PO-118359,,,,10.174.50.15,API-client/2.1,SES-015544,success,,1938
LOG-0034493,2023-08-21T09:44:00Z,USR-0033,analyst,EXPORT,purchase_order,PO-134211,,,,10.20.240.165,API-client/2.1,SES-017203,success,,1617
LOG-0034494,2021-09-05T07:42:00Z,USR-0023,viewer,LOGIN,purchase_order,PO-137745,,,,10.77.38.212,Safari/macOS,SES-014444,success,,1916
LOG-0034495,2022-11-11T22:52:00Z,USR-0047,admin,VIEW,purchase_order,PO-113890,,,,10.218.86.120,API-client/2.1,SES-022541,success,,270
LOG-0034496,2019-07-23T09:21:00Z,USR-0018,admin,VIEW,purchase_order,PO-105111,,,,10.201.59.55,Safari/macOS,SES-005291,success,,1143
LOG-0034497,2024-06-17T09:58:00Z,USR-0080,analyst,UPDATE,purchase_order,PO-112546,total_usd,pending,,10.57.210.115,Chrome/macOS,SES-023595,success,,50
LOG-0034498,2020-10-02T20:43:00Z,USR-0056,procurement_manager,UPDATE,purchase_order,PO-104990,status,pending,,10.26.134.85,Safari/macOS,SES-002258,success,,2294
LOG-0034499,2024-12-09T18:36:00Z,USR-0076,viewer,VIEW,purchase_order,PO-102967,,,,10.57.237.189,Chrome/macOS,SES-010273,success,,2393
LOG-0034500,2019-06-26T03:21:00Z,USR-0048,procurement_manager,VIEW,purchase_order,PO-133232,,,,10.23.121.10,Edge/Windows,SES-009575,success,,2276
LOG-0034501,2023-09-30T04:07:00Z,USR-0059,procurement_manager,APPROVE,purchase_order,PO-117633,total_usd,,approved,10.153.115.34,Edge/Windows,SES-006780,success,,1581
LOG-0034502,2022-03-16T20:03:00Z,USR-0010,analyst,CREATE,purchase_order,PO-147296,,,,10.199.235.234,Edge/Windows,SES-024025,success,,1014
LOG-0034503,2021-01-05T01:41:00Z,USR-0054,viewer,LOGIN,purchase_order,PO-135200,,,,10.13.100.80,API-client/2.1,SES-012607,success,,683
LOG-0034504,2024-01-18T00:14:00Z,USR-0039,procurement_manager,SUBMIT,purchase_order,PO-134458,,,,10.64.170.22,Chrome/macOS,SES-009575,success,,205
LOG-0034505,2019-12-19T12:56:00Z,USR-0043,admin,VIEW,purchase_order,PO-124691,,,,10.165.182.112,API-client/2.1,SES-002707,success,,1374
LOG-0034506,2016-12-04T10:10:00Z,USR-0051,analyst,REJECT,purchase_order,PO-143920,payment_terms,,,10.157.135.238,Safari/macOS,SES-012490,success,,1051
LOG-0034507,2023-07-14T14:50:00Z,USR-0017,analyst,EXPORT,purchase_order,PO-125985,,,,10.153.240.156,API-client/2.1,SES-001531,success,,2141
LOG-0034508,2022-10-30T21:33:00Z,USR-0007,procurement_manager,UPDATE,purchase_order,PO-104477,total_usd,pending,,10.158.55.109,API-client/2.1,SES-011561,success,,1608
LOG-0034509,2024-11-08T21:42:00Z,USR-0031,viewer,EXPORT,purchase_order,PO-119004,,,,10.80.41.209,API-client/2.1,SES-004374,success,,1998
LOG-0034510,2016-07-12T21:00:00Z,USR-0047,admin,VIEW,purchase_order,PO-102643,,,,10.219.140.19,API-client/2.1,SES-024776,success,,1054
LOG-0034511,2021-05-25T20:43:00Z,USR-0073,admin,VIEW,purchase_order,PO-128493,,,,10.115.90.3,Chrome/macOS,SES-023798,success,,950
LOG-0034512,2015-07-08T13:50:00Z,USR-0044,procurement_manager,SUBMIT,purchase_order,PO-127251,,,,10.103.198.73,API-client/2.1,SES-019368,success,,2007
LOG-0034513,2024-01-09T04:14:00Z,USR-0083,procurement_manager,VIEW,purchase_order,PO-145434,,,,10.18.196.126,Safari/macOS,SES-021223,success,,1116
LOG-0034514,2022-01-28T19:58:00Z,USR-0017,analyst,LOGIN,purchase_order,PO-124061,,,,10.177.177.173,API-client/2.1,SES-019915,success,,1348
LOG-0034515,2017-08-11T18:55:00Z,USR-0049,analyst,CANCEL,purchase_order,PO-141898,,,,10.142.72.172,Edge/Windows,SES-014607,success,,1464
LOG-0034516,2024-04-19T16:41:00Z,USR-0036,admin,VIEW,purchase_order,PO-126954,,,,10.159.152.6,API-client/2.1,SES-021776,success,,2385
LOG-0034517,2019-05-31T02:12:00Z,USR-0062,viewer,VIEW,purchase_order,PO-148445,,,,10.121.136.209,Safari/macOS,SES-024139,success,,1762
LOG-0034518,2020-09-16T21:55:00Z,USR-0005,procurement_manager,LOGIN,purchase_order,PO-104889,,,,10.7.211.225,Edge/Windows,SES-007441,success,,1469
LOG-0034519,2016-06-01T07:41:00Z,USR-0015,admin,VIEW,purchase_order,PO-107551,,,,10.123.135.220,Safari/macOS,SES-021989,success,,1080
LOG-0034520,2015-10-03T12:14:00Z,USR-0062,admin,VIEW,purchase_order,PO-123078,,,,10.36.100.242,API-client/2.1,SES-021767,success,,1267
LOG-0034521,2017-01-20T13:06:00Z,USR-0055,procurement_manager,UPDATE,purchase_order,PO-146924,status,pending,,10.63.198.158,API-client/2.1,SES-001567,success,,28
LOG-0034522,2018-05-11T19:21:00Z,USR-0027,analyst,CREATE,purchase_order,PO-144799,,,,10.185.218.24,API-client/2.1,SES-018718,success,,350
LOG-0034523,2016-12-25T04:16:00Z,USR-0026,procurement_manager,CREATE,purchase_order,PO-103684,,,,10.179.253.127,Chrome/macOS,SES-016715,success,,2349
LOG-0034524,2022-02-04T00:47:00Z,USR-0003,viewer,VIEW,purchase_order,PO-120980,,,,10.88.58.190,Chrome/macOS,SES-013528,success,,1259
LOG-0034525,2023-04-03T22:09:00Z,USR-0015,viewer,VIEW,purchase_order,PO-111656,,,,10.150.213.68,Edge/Windows,SES-000907,success,,1273
LOG-0034526,2015-07-11T21:20:00Z,USR-0071,admin,EXPORT,purchase_order,PO-149512,,,,10.214.42.92,API-client/2.1,SES-023489,success,,1639
LOG-0034527,2016-07-03T02:35:00Z,USR-0006,analyst,CREATE,purchase_order,PO-111755,,,,10.149.13.48,API-client/2.1,SES-003364,success,,944
LOG-0034528,2022-05-18T16:44:00Z,USR-0015,viewer,UPDATE,purchase_order,PO-122347,payment_terms,pending,,10.90.175.169,Chrome/macOS,SES-012340,success,,1482
LOG-0034529,2021-12-01T20:25:00Z,USR-0051,viewer,VIEW,purchase_order,PO-101554,,,,10.1.212.149,Edge/Windows,SES-000943,success,,1191
LOG-0034530,2024-10-06T16:29:00Z,USR-0014,analyst,UPDATE,purchase_order,PO-137883,status,pending,,10.93.49.122,Edge/Windows,SES-005561,success,,1620
LOG-0034531,2022-02-17T09:12:00Z,USR-0062,procurement_manager,UPDATE,purchase_order,PO-148016,risk_score,pending,,10.149.75.74,Chrome/macOS,SES-021752,success,,517
LOG-0034532,2015-06-16T19:46:00Z,USR-0036,analyst,UPDATE,purchase_order,PO-124536,status,pending,,10.201.152.80,Safari/macOS,SES-001992,success,,1270
LOG-0034533,2021-03-08T15:14:00Z,USR-0046,admin,VIEW,purchase_order,PO-102368,,,,10.15.97.233,Edge/Windows,SES-001735,success,,1519
LOG-0034534,2020-11-29T15:57:00Z,USR-0045,analyst,CANCEL,purchase_order,PO-135355,,,,10.20.120.135,Safari/macOS,SES-019473,success,,1259
LOG-0034535,2024-02-27T22:50:00Z,USR-0011,admin,VIEW,purchase_order,PO-146587,,,,10.130.71.196,Safari/macOS,SES-021267,success,,1583
LOG-0034536,2017-03-29T13:20:00Z,USR-0068,viewer,REJECT,purchase_order,PO-102328,total_usd,,,10.51.49.74,Edge/Windows,SES-009753,success,,155
LOG-0034537,2017-05-10T03:35:00Z,USR-0064,analyst,LOGIN,purchase_order,PO-133422,,,,10.59.173.111,Edge/Windows,SES-001850,success,,128
LOG-0034538,2023-04-02T20:39:00Z,USR-0048,viewer,CREATE,purchase_order,PO-112915,,,,10.214.31.204,Chrome/macOS,SES-008334,success,,1478
LOG-0034539,2015-11-04T02:55:00Z,USR-0001,analyst,LOGOUT,purchase_order,PO-149431,,,,10.157.110.121,Safari/macOS,SES-004016,success,,1451
LOG-0034540,2015-09-29T20:54:00Z,USR-0076,admin,ARCHIVE,purchase_order,PO-125826,,,,10.93.120.48,Chrome/macOS,SES-018815,success,,2287
LOG-0034541,2022-01-15T22:14:00Z,USR-0078,admin,ARCHIVE,purchase_order,PO-142104,,,,10.102.83.217,Safari/macOS,SES-023250,success,,475
LOG-0034542,2017-08-02T08:41:00Z,USR-0039,admin,LOGIN,purchase_order,PO-114653,,,,10.67.149.225,Chrome/macOS,SES-007507,success,,2376
LOG-0034543,2024-12-08T08:40:00Z,USR-0006,procurement_manager,VIEW,purchase_order,PO-111141,,,,10.90.252.117,Chrome/macOS,SES-020093,success,,387
LOG-0034544,2018-09-11T06:34:00Z,USR-0062,analyst,APPROVE,purchase_order,PO-144846,status,,approved,10.53.240.207,Safari/macOS,SES-006444,success,,863
LOG-0034545,2018-03-22T09:19:00Z,USR-0073,viewer,VIEW,purchase_order,PO-103020,,,,10.114.250.188,API-client/2.1,SES-024367,success,,2095
LOG-0034546,2017-06-20T14:51:00Z,USR-0008,viewer,UPDATE,purchase_order,PO-129993,payment_terms,pending,,10.56.108.9,Safari/macOS,SES-011118,success,,1070
LOG-0034547,2018-06-14T08:27:00Z,USR-0037,procurement_manager,VIEW,purchase_order,PO-114768,,,,10.220.135.187,Safari/macOS,SES-004861,success,,994
LOG-0034548,2019-11-17T08:21:00Z,USR-0042,procurement_manager,VIEW,purchase_order,PO-129899,,,,10.43.235.251,API-client/2.1,SES-003694,success,,1930
LOG-0034549,2018-05-23T21:49:00Z,USR-0063,analyst,VIEW,purchase_order,PO-129376,,,,10.90.47.3,Chrome/macOS,SES-016854,success,,2347
LOG-0034550,2020-09-27T15:05:00Z,USR-0010,admin,VIEW,purchase_order,PO-144185,,,,10.16.216.54,Chrome/macOS,SES-018722,success,,2394
LOG-0034551,2015-04-08T07:40:00Z,USR-0013,admin,UPDATE,purchase_order,PO-103752,status,pending,,10.34.214.176,Safari/macOS,SES-007580,success,,1414
LOG-0034552,2019-05-05T19:20:00Z,USR-0066,analyst,CANCEL,purchase_order,PO-140194,,,,10.101.36.168,API-client/2.1,SES-007703,success,,593
LOG-0034553,2024-03-09T05:55:00Z,USR-0068,admin,UPDATE,purchase_order,PO-141638,risk_score,pending,,10.63.168.1,Chrome/macOS,SES-010971,success,,584
LOG-0034554,2018-03-08T13:56:00Z,USR-0027,analyst,UPDATE,purchase_order,PO-113781,payment_terms,pending,,10.132.23.205,API-client/2.1,SES-020411,success,,684
LOG-0034555,2023-03-13T11:56:00Z,USR-0032,analyst,REJECT,purchase_order,PO-124647,status,,,10.180.45.53,Edge/Windows,SES-024565,success,,555
LOG-0034556,2024-01-02T03:26:00Z,USR-0062,viewer,UPDATE,purchase_order,PO-114973,payment_terms,pending,,10.87.193.31,API-client/2.1,SES-009329,success,,180
LOG-0034557,2016-09-16T02:09:00Z,USR-0069,admin,CREATE,purchase_order,PO-112151,,,,10.142.228.2,Safari/macOS,SES-011722,success,,336
LOG-0034558,2017-10-07T18:16:00Z,USR-0053,admin,VIEW,purchase_order,PO-118075,,,,10.135.111.197,Edge/Windows,SES-023919,success,,696
LOG-0034559,2023-04-10T03:14:00Z,USR-0014,viewer,LOGIN,purchase_order,PO-143598,,,,10.207.240.17,Chrome/macOS,SES-018553,success,,552
LOG-0034560,2022-02-03T08:13:00Z,USR-0011,analyst,LOGIN,purchase_order,PO-114020,,,,10.177.215.184,Chrome/macOS,SES-018479,success,,1791
LOG-0034561,2019-08-20T06:55:00Z,USR-0047,viewer,VIEW,purchase_order,PO-132117,,,,10.73.119.7,API-client/2.1,SES-005387,success,,604
LOG-0034562,2024-03-17T11:00:00Z,USR-0070,analyst,SUBMIT,purchase_order,PO-101729,,,,10.48.222.120,Safari/macOS,SES-010511,success,,2116
