date,supplier_id,country_code,quality_score,delivery_score,cost_score,sustainability_score,overall_score,response_time_hours,on_time_delivery_rate,on_time_delivery,order_accuracy,fill_rate,defect_rate_ppm,defect_rate_pct,response_rate,dispute_count,escalation_count,avg_resolution_days,orders_count,revenue_generated,kpi_compliance,audit_score,incidents_count
2021-06,SUP-0088,US,88.9,90.59,83.91,72.78,84.05,16.2,90.59,90.59,92.11,92.67,17316,1.732,86.96,0,0,1.34,31,456354.78,80.86,84.48,0
2021-06,SUP-0089,US,100,89.9,61.12,75.48,81.63,21.4,89.9,89.9,100,90.2,8350,0.835,90.87,1,1,2.4,54,551364.36,83.76,100,0
2021-06,SUP-0090,US,86.18,73.11,62.71,76.7,74.68,7.6,73.11,73.11,83.64,74.04,16477,1.648,95.29,0,0,2.17,76,845460.98,80.11,79.71,0
2021-06,SUP-0091,DE,79.74,84.88,77.97,66.3,77.22,33.2,84.88,84.88,78.66,87.18,19339,1.934,84.87,0,0,2.18,60,504038.39,76.29,85.54,0
2021-06,SUP-0092,DE,79.97,74.61,78.49,77.04,77.53,59.5,74.61,74.61,81.62,75.08,18937,1.894,70.1,1,0,4.98,40,1662794.62,75.64,82.21,1
2021-06,SUP-0093,DE,92.94,83.91,80.18,71.83,82.22,61.1,83.91,83.91,92.3,80.48,14965,1.497,70.97,0,1,13.45,14,288595.61,81.4,93.67,2
2021-06,SUP-0094,DE,77.67,93.92,76.97,86.15,83.68,14.2,93.92,93.92,80.31,94.75,22252,2.225,96.05,0,0,1.78,63,582020.84,86.72,75.89,1
2021-06,SUP-0095,DE,87.66,80.17,77.28,89.91,83.76,8.1,80.17,80.17,90.13,76.41,16530,1.653,95.18,0,1,8.45,41,224887.07,84.17,85.06,0
2021-06,SUP-0096,DE,86.76,89.0,79.08,82.0,84.21,13.6,89.0,89.0,86.97,86.31,19306,1.931,96.17,0,0,7.57,26,1302641.76,86.76,78.56,0
2021-06,SUP-0097,DE,79.1,85.09,74.95,100,84.79,42.6,85.09,85.09,79.26,84.81,24768,2.477,76.35,2,2,8.14,58,231574.14,85.14,75.68,1
2021-06,SUP-0098,DE,83.99,86.78,79.41,61.7,77.97,36.4,86.78,86.78,84.33,85.36,17896,1.79,84.36,0,0,2.82,32,21860.33,81.43,80.89,1
2021-06,SUP-0099,DE,81.38,91.5,75.84,88.91,84.41,16.0,91.5,91.5,78.0,92.01,18506,1.851,93.0,0,0,13.23,12,1093641.05,80.27,81.65,0
2021-06,SUP-0100,DE,100,96.09,71.29,72.69,85.02,33.4,96.09,96.09,99.32,93.34,7333,0.733,85.53,0,0,8.23,67,1450045.57,80.81,100,0
2021-06,SUP-0101,DE,88.94,71.54,76.38,100,84.22,27.5,71.54,71.54,88.85,72.47,15495,1.55,89.26,2,1,4.98,30,590014.95,89.34,93.84,0
2021-06,SUP-0102,DE,95.8,84.14,87.03,62.76,82.43,38.8,84.14,84.14,94.64,83.06,8727,0.873,80.94,0,1,8.1,40,1281226.46,83.44,100,0
2021-06,SUP-0103,DE,84.77,96.94,77.14,72.39,82.81,7.4,96.94,96.94,82.88,96.66,18917,1.892,94.14,0,0,8.03,16,1885535.84,89.18,84.32,0
2021-06,SUP-0104,DE,84.06,82.18,61.03,78.38,76.41,43.3,82.18,82.18,85.85,84.66,23213,2.321,79.7,0,0,13.7,80,1043774.12,74.27,84.1,1
2021-06,SUP-0105,DE,89.43,93.68,66.01,75.27,81.1,18.1,93.68,93.68,94.24,97.21,10251,1.025,96.39,0,0,6.64,7,1987109.69,83.39,90.47,0
2021-06,SUP-0106,DE,87.38,82.68,74.15,83.41,81.91,25.4,82.68,82.68,86.58,80.86,17214,1.721,87.91,0,1,9.66,45,1571225.22,83.71,86.14,1
2021-06,SUP-0107,DE,97.99,89.16,78.36,73.39,84.72,30.7,89.16,89.16,96.6,87.29,8568,0.857,83.72,0,0,5.49,22,852112.87,82.46,87.88,1
2021-06,SUP-0108,DE,95.81,88.84,79.44,87.64,87.93,32.6,88.84,88.84,94.53,92.62,11836,1.184,88.55,0,0,3.39,58,22019.94,90.32,97.46,2
2021-06,SUP-0109,JP,96.56,94.64,88.93,83.2,90.83,7.9,94.64,94.64,99.3,93.95,8129,0.813,97.63,0,0,2.5,63,1763904.25,89.75,97.7,0
2021-06,SUP-0110,JP,100,79.88,85.09,78.52,85.87,,79.88,79.88,96.79,80.08,7149,0.715,86.69,0,0,12.37,31,517544.28,84.78,100,0
2021-06,SUP-0111,JP,99.05,100,65.28,68.6,83.23,8.6,100,100,98.4,95.35,2564,0.256,92.19,0,1,12.8,53,680335.43,84.34,94.77,0
2021-06,SUP-0112,JP,99.42,100,84.77,69.49,88.42,3.7,100,100,99.29,100,2082,0.208,98.14,0,0,2.73,31,1834277.67,89.13,100,1
2021-06,SUP-0113,JP,92.84,86.49,90.19,85.35,88.72,5.3,86.49,86.49,88.77,86.12,13809,1.381,96.64,0,0,5.23,12,1638024.42,87.34,89.68,0
2021-06,SUP-0114,JP,98.89,89.95,69.84,73.53,83.05,46.3,89.95,89.95,98.53,90.48,2222,0.222,77.94,0,0,2.64,76,1347515.08,81.43,100,0
2021-06,SUP-0115,JP,96.78,91.1,78.94,100,91.71,42.4,91.1,91.1,97.08,92.46,9284,0.928,78.75,0,0,13.81,59,1204030.75,90.31,88.97,0
2021-06,SUP-0116,JP,85.9,90.85,77.02,62.18,78.99,29.0,90.85,90.85,84.43,91.39,17844,1.784,83.9,0,0,6.14,48,1382914.79,81.61,78.81,0
2021-06,SUP-0117,JP,96.96,95.99,55.49,61.99,77.61,18.7,95.99,95.99,96.29,92.6,5713,0.571,87.9,0,0,9.4,36,888179.85,75.02,93.93,0
2021-06,SUP-0118,JP,91.1,83.92,77.89,79.15,83.01,37.4,83.92,83.92,88.6,83.44,13938,1.394,81.29,0,0,2.49,29,1402208.99,85.17,93.59,0
2021-06,SUP-0119,JP,90.31,94.51,82.33,68.42,83.89,10.0,94.51,94.51,91.26,92.48,17010,1.701,97.43,0,0,11.55,22,830587.14,82.68,87.88,0
2021-06,SUP-0120,JP,89.05,96.86,76.16,71.22,83.32,31.9,96.86,96.86,88.42,94.92,15463,1.546,84.21,1,0,6.44,55,1713292.67,76.38,91.25,0
2021-06,SUP-0121,JP,92.29,94.18,75.53,59.24,80.31,14.4,94.18,94.18,92.99,95.86,14889,1.489,96.45,0,0,2.14,8,830008.43,81.22,92.3,1
2021-06,SUP-0122,JP,92.87,99.72,66.66,71.24,82.62,19.2,99.72,99.72,92.56,100,13810,1.381,87.2,2,0,10.3,35,299294.09,85.94,95.72,1
2021-06,SUP-0123,JP,90.6,75.96,68.63,64.7,74.97,36.3,75.96,75.96,91.97,78.13,15660,1.566,79.37,0,0,7.46,38,572189.81,78.04,91.47,0
2021-06,SUP-0124,VN,80.07,90.22,72.31,58.54,75.28,15.7,90.22,90.22,82.27,93.27,20276,2.028,92.51,1,0,1.97,21,1830121.15,79.37,83.84,1
2021-06,SUP-0125,VN,82.57,82.29,85.37,86.67,84.22,47.9,82.29,82.29,81.23,84.52,20237,2.024,73.56,1,1,3.51,68,1540192.23,82.99,85.45,0
2021-06,SUP-0126,VN,93.1,96.24,67.65,73.31,82.57,19.9,96.24,96.24,90.81,96.87,14733,1.473,87.81,0,0,13.37,6,248819.71,87.72,91.19,0
2021-06,SUP-0127,VN,79.95,84.09,72.68,80.58,79.32,5.4,84.09,84.09,80.89,84.39,18648,1.865,95.55,2,0,12.23,65,183661.97,77.63,83.62,0
2021-06,SUP-0128,VN,90.13,88.03,82.33,70.46,82.74,13.5,88.03,88.03,92.68,84.78,11595,1.16,91.23,0,0,11.94,14,253367.62,84.02,89.72,0
2021-06,SUP-0129,VN,85.76,90.16,82.15,59.74,79.45,29.1,90.16,90.16,88.98,90.27,18619,1.862,88.11,1,0,9.78,59,691498.67,78.19,77.34,0
2021-06,SUP-0130,VN,87.8,94.5,74.17,90.17,86.66,37.9,94.5,94.5,88.06,95.67,10443,1.044,80.54,0,1,3.25,41,118274.72,85.48,93.69,2
2021-06,SUP-0131,VN,92.97,91.79,73.02,84.46,85.56,39.0,91.79,91.79,92.64,94.51,10576,1.058,82.59,1,0,13.5,23,60062.36,86.92,94.24,0
2021-06,SUP-0132,VN,86.68,100,81.31,75.84,85.96,37.1,100,100,87.22,97.06,15646,1.565,80.07,0,0,9.08,18,1765891.0,87.28,97.87,0
2021-06,SUP-0133,VN,82.71,100,82.27,73.73,84.68,36.4,100,100,82.9,95.11,16646,1.665,86.26,0,2,1.79,61,1660292.2,86.83,90.04,0
2021-06,SUP-0134,VN,87.15,90.59,68.02,64.98,77.68,18.9,90.59,90.59,87.71,89.72,11083,1.108,88.43,0,0,12.75,38,1414736.26,75.3,92.64,0
2021-06,SUP-0135,VN,92.06,73.76,80.04,80.14,81.5,26.5,73.76,73.76,92.21,73.35,11265,1.127,86.7,0,1,5.33,20,1082789.34,85.93,83.63,0
2021-06,SUP-0136,VN,78.71,83.77,65.21,77.47,76.29,27.4,83.77,83.77,76.88,84.61,22616,2.262,87.19,0,0,7.36,62,1878566.61,74.25,84.74,0
2021-06,SUP-0137,VN,90.81,79.69,87.33,56.25,78.52,17.2,79.69,79.69,89.64,79.31,9933,0.993,87.67,1,0,5.38,15,1546798.71,80.07,89.55,0
2021-06,SUP-0138,VN,99.63,77.49,67.34,53.67,74.54,42.2,77.49,77.49,100,73.02,7017,0.702,75.32,0,0,12.51,61,323469.35,79.91,94.94,1
2021-06,SUP-0139,KR,82.51,87.4,81.94,64.27,79.03,18.1,87.4,87.4,83.42,89.66,23905,2.391,90.57,0,1,10.23,31,1849328.58,77.76,87.01,0
2021-06,SUP-0140,KR,88.25,92.19,70.52,64.13,78.77,22.4,92.19,92.19,92.66,91.0,15261,1.526,86.11,1,0,6.54,41,591631.47,77.73,82.83,2
2021-06,SUP-0141,KR,82.48,97.0,70.67,57.18,76.83,39.0,97.0,97.0,83.88,92.35,20602,2.06,78.27,0,1,11.59,47,223954.78,77.86,88.36,0
2021-06,SUP-0142,KR,94.81,82.71,71.6,77.9,81.76,3.2,82.71,82.71,92.3,81.58,9781,0.978,99.54,2,0,6.23,37,77438.17,81.16,98.87,0
2021-06,SUP-0143,KR,85.84,100,88.52,85.01,89.84,32.9,100,100,85.23,98.03,16471,1.647,80.0,2,0,4.52,42,786472.13,89.41,79.2,0
2021-06,SUP-0144,KR,92.92,83.43,57.56,99.76,83.42,30.2,83.43,83.43,91.46,81.29,9095,0.909,84.98,0,0,8.33,22,925606.75,84.96,88.95,0
2021-06,SUP-0145,KR,93.55,93.56,89.11,85.14,90.34,5.4,93.56,93.56,92.11,95.03,7686,0.769,100,0,1,9.11,61,1405511.34,93.0,95.82,0
2021-06,SUP-0146,KR,87.06,89.17,71.4,83.62,82.81,46.2,89.17,89.17,86.38,90.69,11808,1.181,78.62,0,0,3.77,16,511370.44,83.61,90.17,0
2021-06,SUP-0147,KR,88.27,89.48,83.13,80.34,85.3,30.0,89.48,89.48,87.11,88.56,19493,1.949,84.63,0,0,4.79,34,989326.78,83.58,86.6,0
2021-06,SUP-0148,KR,99.34,93.85,89.13,67.45,87.44,39.4,93.85,93.85,97.39,98.1,10207,1.021,78.85,2,0,1.28,70,110439.86,87.27,94.18,1
2021-06,SUP-0149,KR,94.52,88.88,71.15,91.47,86.51,10.1,88.88,88.88,94.18,89.76,13669,1.367,96.38,0,0,7.83,14,1225850.17,88.42,84.43,0
2021-06,SUP-0150,KR,83.75,80.03,92.83,81.45,84.51,25.6,80.03,80.03,86.51,82.83,18232,1.823,87.17,0,0,8.47,33,361413.29,80.04,86.79,2
2021-06,SUP-0151,BR,80.89,91.9,77.33,69.61,79.94,25.5,91.9,91.9,82.35,92.21,20960,2.096,89.05,0,0,1.17,63,343979.45,81.74,83.27,0
2021-06,SUP-0152,BR,87.77,95.74,81.71,84.48,87.42,8.5,95.74,95.74,88.56,95.33,12877,1.288,92.95,1,0,13.91,64,1469491.9,87.69,91.78,0
2021-06,SUP-0153,BR,91.34,83.46,84.37,85.3,86.12,40.4,83.46,83.46,90.31,83.84,10161,1.016,78.87,0,0,2.92,17,1027601.38,81.47,85.82,0
2021-06,SUP-0154,BR,91.97,94.77,68.55,59.87,78.79,6.0,94.77,94.77,95.64,94.14,10569,1.057,99.07,0,0,9.26,75,354650.65,77.32,89.13,0
2021-06,SUP-0155,BR,90.7,72.89,83.81,70.38,79.44,12.1,72.89,72.89,84.93,71.83,9912,0.991,93.61,0,1,1.44,15,1700083.23,82.79,96.8,0
2021-06,SUP-0156,BR,88.46,80.6,59.13,74.85,75.76,42.4,80.6,80.6,84.83,77.2,14717,1.472,78.67,2,0,1.48,79,1310068.2,75.62,88.84,0
2021-06,SUP-0157,BR,91.78,97.48,67.69,74.7,82.91,31.5,97.48,97.48,94.16,95.93,8176,0.818,85.96,0,0,11.24,80,303886.79,78.84,87.92,0
2021-06,SUP-0158,BR,82.43,84.69,78.32,73.19,79.66,29.7,84.69,84.69,84.23,84.97,22687,2.269,87.72,0,0,7.92,30,667035.03,78.87,82.54,0
2021-06,SUP-0159,BR,77.89,79.82,70.66,80.36,77.18,32.4,79.82,79.82,76.98,80.12,24189,2.419,83.66,0,0,13.98,63,1167612.75,72.38,76.87,1
2021-06,SUP-0160,BR,95.38,87.68,77.27,53.72,78.51,30.3,87.68,87.68,96.8,85.91,12023,1.202,81.78,0,0,6.13,36,199477.83,71.09,93.36,1
2021-06,SUP-0161,MX,86.43,93.71,68.77,84.85,83.44,34.8,93.71,93.71,87.53,94.15,19019,1.902,84.39,0,0,7.02,35,1243204.89,84.64,89.14,1
2021-06,SUP-0162,MX,100,88.34,71.97,72.13,83.11,15.3,88.34,88.34,99.86,88.27,3248,0.325,96.27,0,0,11.22,16,653782.69,80.34,97.93,2
2021-06,SUP-0163,MX,87.93,91.72,77.29,79.43,84.09,33.2,91.72,91.72,89.59,93.23,17393,1.739,86.02,0,0,3.28,40,1754607.75,83.88,95.2,1
2021-06,SUP-0164,MX,91.67,93.03,87.68,78.68,87.76,25.0,93.03,93.03,91.48,92.36,14295,1.43,94.65,0,0,8.73,42,1288260.95,87.47,95.22,0
2021-06,SUP-0165,MX,83.52,81.88,59.78,75.29,75.12,4.5,81.88,81.88,81.72,79.9,19698,1.97,97.29,0,0,8.07,35,259339.09,72.96,88.57,0
2021-06,SUP-0166,MX,74.19,92.06,74.38,90.03,82.67,24.7,92.06,92.06,73.35,90.17,24521,2.452,85.72,0,0,8.62,40,46499.18,83.19,85.25,0
2021-06,SUP-0167,MX,91.19,94.54,83.21,71.22,85.04,26.5,94.54,94.54,91.3,94.49,14336,1.434,87.27,0,0,12.36,68,835958.2,78.12,90.14,0
2021-06,SUP-0168,MX,87.35,95.66,61.82,66.39,77.8,6.5,95.66,95.66,86.64,94.51,18743,1.874,95.27,0,2,4.91,12,1385001.75,73.45,89.81,2
2021-06,SUP-0169,MX,93.99,88.15,72.6,66.24,80.24,41.2,88.15,88.15,96.74,92.59,9146,0.915,79.61,0,0,4.7,51,847705.46,82.81,85.95,1
2021-06,SUP-0170,MX,77.15,93.08,74.28,70.26,78.69,21.4,93.08,93.08,79.38,92.49,25458,2.546,88.92,0,0,11.87,76,484985.01,81.03,72.21,0
2021-06,SUP-0171,TH,81.17,82.88,76.78,69.58,77.6,13.1,82.88,82.88,82.43,82.38,17803,1.78,92.01,0,1,11.93,33,1835325.73,76.11,85.5,0
2021-06,SUP-0172,TH,87.7,88.49,57.52,62.47,74.05,8.6,88.49,88.49,88.3,93.29,16075,1.607,94.85,0,2,8.09,22,1005427.02,75.88,91.57,0
2021-06,SUP-0173,TH,98.35,91.05,60.27,77.41,81.77,16.6,91.05,91.05,95.55,89.26,2370,0.237,93.99,0,0,2.41,34,830607.32,80.19,98.97,0
2021-06,SUP-0174,TH,79.01,95.9,78.64,61.01,78.64,35.1,95.9,95.9,79.0,97.48,19913,1.991,82.05,0,0,2.98,14,1628852.56,80.15,80.59,2
2021-06,SUP-0175,TH,86.5,82.26,60.86,72.82,75.61,9.2,82.26,82.26,85.02,81.1,16613,1.661,96.21,0,1,4.84,16,1858426.06,74.6,83.84,0
2021-06,SUP-0176,TH,92.36,86.72,76.58,61.75,79.35,10.6,86.72,86.72,92.43,86.95,9992,0.999,97.92,0,0,9.08,9,1425735.18,85.18,82.97,1
2021-06,SUP-0177,TH,87.2,87.53,66.62,84.33,81.42,46.6,87.53,87.53,88.48,89.39,16537,1.654,80.02,0,0,7.23,12,1362967.73,84.49,88.68,0
2021-06,SUP-0178,TH,85.69,84.8,90.68,75.22,84.1,37.3,84.8,84.8,88.42,82.85,21596,2.16,77.59,0,0,13.79,79,1411763.63,82.41,87.66,1
2021-06,SUP-0179,PL,84.66,79.03,80.03,66.39,77.53,8.3,79.03,79.03,82.28,77.22,21928,2.193,96.53,3,0,1.88,13,1238080.55,81.79,82.96,0
2021-06,SUP-0180,PL,98.52,86.41,72.4,60.01,79.33,7.2,86.41,86.41,96.82,84.84,9533,0.953,92.33,0,0,4.96,46,101697.62,83.06,100,0
2021-06,SUP-0181,PL,83.53,85.15,87.06,61.3,79.26,31.6,85.15,85.15,82.23,85.53,18784,1.878,87.72,0,0,12.19,34,518363.22,82.0,90.37,0
2021-06,SUP-0182,PL,92.95,83.81,80.35,71.52,82.16,18.6,83.81,83.81,89.02,82.95,7623,0.762,89.93,0,0,6.63,37,259783.66,79.5,96.78,0
2021-06,SUP-0183,PL,100,86.87,73.77,77.52,84.54,44.5,86.87,86.87,100,82.81,711,0.071,79.17,0,0,10.93,39,1695103.8,86.18,98.65,0
2021-06,SUP-0184,PL,93.94,84.51,100,80.4,89.71,7.3,84.51,84.51,96.39,81.68,14281,1.428,92.93,0,0,13.69,17,1772420.83,80.72,95.63,0
2021-06,SUP-0185,PL,93.73,86.18,73.75,54.66,77.08,13.6,86.18,86.18,93.86,88.9,11529,1.153,94.12,0,0,12.56,11,296797.85,75.34,95.96,0
2021-06,SUP-0186,PL,83.81,92.99,73.11,63.96,78.47,31.7,92.99,92.99,83.29,93.87,14266,1.427,86.25,1,0,8.05,46,679167.63,80.29,85.56,0
2021-06,SUP-0187,TR,98.14,90.68,53.94,56.6,74.84,40.1,90.68,90.68,95.78,92.5,8245,0.825,79.66,1,0,13.65,73,1584461.26,68.2,100,0
2021-06,SUP-0188,TR,77.96,72.63,81.56,64.06,74.05,23.8,72.63,72.63,80.34,77.47,24778,2.478,88.6,0,0,8.48,10,1117593.54,73.77,77.99,0
2021-06,SUP-0189,TR,91.2,86.16,64.51,65.42,76.82,12.0,86.16,86.16,90.09,87.16,15654,1.565,96.97,0,2,2.43,23,660923.73,77.78,93.35,0
2021-06,SUP-0190,TR,77.37,85.07,63.04,68.1,73.39,47.7,85.07,85.07,79.99,87.79,19006,1.901,77.63,0,0,6.34,63,1966768.14,74.49,77.34,1
2021-06,SUP-0191,TR,80.74,89.83,76.74,65.08,78.1,15.0,89.83,89.83,82.03,88.19,24426,2.443,91.92,3,0,10.54,44,1074857.15,76.94,80.2,0
2021-06,SUP-0192,TR,100,89.55,76.56,75.6,85.43,26.3,89.55,89.55,96.0,87.86,1982,0.198,87.79,1,0,1.0,70,563539.01,80.82,100,0
2021-06,SUP-0193,ZA,99.04,80.8,66.06,69.9,78.95,47.6,80.8,80.8,98.8,83.26,10481,1.048,77.69,0,0,7.3,25,1447614.25,78.04,94.64,0
2021-06,SUP-0194,ZA,81.47,82.82,80.01,57.04,75.34,3.7,82.82,82.82,81.69,85.31,24273,2.427,98.8,1,0,2.89,13,1943072.92,74.23,80.92,0
2021-06,SUP-0195,ZA,80.96,92.32,71.25,75.61,80.03,29.0,92.32,92.32,79.7,90.82,18285,1.828,87.06,0,0,1.14,70,1787097.76,82.83,87.98,0
2021-06,SUP-0196,ZA,88.84,80.58,77.17,57.12,75.93,30.5,80.58,80.58,87.8,77.53,16542,1.654,81.44,0,0,3.9,73,1604032.74,76.4,93.1,0
2021-06,SUP-0197,AU,85.78,87.72,81.95,74.15,82.4,22.5,87.72,87.72,87.5,89.09,18001,1.8,88.75,0,1,9.31,15,1875734.21,85.98,83.51,0
2021-06,SUP-0198,AU,78.92,99.15,70.18,77.76,81.5,43.4,99.15,99.15,79.71,98.3,19899,1.99,77.14,0,0,1.0,45,1184914.44,75.9,82.63,0
2021-06,SUP-0199,AU,81.59,79.5,65.4,58.63,71.28,6.8,79.5,79.5,79.52,80.53,24873,2.487,99.39,1,0,3.21,16,112110.07,76.6,83.76,2
2021-06,SUP-0200,AU,83.72,77.69,87.42,77.75,81.64,21.4,77.69,77.69,82.88,79.54,21410,2.141,87.82,2,0,8.97,25,1783467.59,79.99,83.8,0
2021-06,SUP-0201,CA,77.85,68.88,86.42,87.26,80.1,11.4,68.88,68.88,76.74,69.26,20992,2.099,90.68,0,1,3.07,10,1232651.7,78.37,80.96,0
2021-06,SUP-0202,CA,90.21,87.78,63.23,86.25,81.87,32.2,87.78,87.78,91.4,89.96,10639,1.064,85.33,0,0,5.88,13,1885807.83,83.38,91.83,1
2021-06,SUP-0203,CA,73.98,92.17,74.36,77.81,79.58,37.6,92.17,92.17,68.89,94.44,28553,2.855,76.25,0,1,9.27,38,681052.74,81.85,77.43,0
2021-06,SUP-0204,CA,81.92,100,78.24,87.71,86.97,17.3,100,100,85.71,100,18905,1.891,90.28,0,0,12.94,63,1311783.49,90.27,87.38,0
2021-06,SUP-0205,CA,88.13,89.37,73.29,82.19,83.24,42.0,89.37,89.37,85.93,90.48,14640,1.464,77.27,0,0,1.91,8,480933.64,86.35,90.43,0
2021-07,SUP-0001,CN,93.29,98.4,69.24,59.31,80.06,25.4,98.4,98.4,92.81,99.03,6293,0.629,87.88,2,0,3.16,64,1399020.03,74.76,86.92,1
2021-07,SUP-0002,CN,70.71,85.69,82.64,70.66,77.42,33.1,85.69,85.69,70.16,85.85,34388,3.439,80.81,0,0,7.66,14,413152.96,78.13,76.19,0
2021-07,SUP-0003,CN,97.37,76.73,66.72,64.7,76.38,47.9,76.73,76.73,99.13,76.6,8279,0.828,75.65,1,0,7.26,57,1377421.26,76.94,97.36,0
2021-07,SUP-0004,CN,80.37,86.38,72.45,67.71,76.73,5.7,86.38,86.38,83.92,83.94,21159,2.116,99.72,0,0,4.7,44,1770593.88,78.95,82.15,1
2021-07,SUP-0005,CN,95.19,77.64,75.89,73.62,80.58,15.9,77.64,77.64,97.78,79.52,10969,1.097,91.77,0,0,2.16,80,880090.81,80.43,97.48,1
2021-07,SUP-0006,CN,95.71,91.46,77.19,69.83,83.55,25.4,91.46,91.46,95.21,90.72,5156,0.516,88.43,0,2,6.15,48,838993.1,83.93,97.87,0
2021-07,SUP-0007,CN,94.33,100,84.62,54.12,83.27,31.6,100,100,92.72,100,12207,1.221,87.57,0,0,4.59,77,1385367.36,77.68,85.71,0
2021-07,SUP-0008,CN,92.67,97.67,77.84,67.23,83.85,31.0,97.67,97.67,90.95,100,9362,0.936,83.81,0,1,12.27,72,1720052.88,84.83,93.47,0
2021-07,SUP-0009,CN,91.41,81.75,68.6,76.2,79.49,51.4,81.75,81.75,90.14,84.09,8363,0.836,74.15,0,0,12.83,57,230325.18,84.52,86.5,0
2021-07,SUP-0010,CN,82.56,86.62,76.59,83.95,82.43,4.3,86.62,86.62,80.93,83.7,18185,1.819,99.32,0,0,3.18,42,133069.78,78.73,66.41,0
2021-07,SUP-0011,CN,100,100,77.55,71.28,87.21,50.0,100,100,97.33,99.14,3289,0.329,72.12,0,0,13.38,56,491452.31,89.06,100,0
2021-07,SUP-0012,CN,88.63,84.7,66.04,74.31,78.42,12.1,84.7,84.7,88.08,83.22,17101,1.71,96.65,0,0,8.41,72,145686.59,76.79,89.38,1
2021-07,SUP-0013,CN,91.13,86.08,79.39,73.43,82.51,36.7,86.08,86.08,88.06,80.82,11916,1.192,81.22,0,0,4.67,38,934717.34,81.73,88.5,0
2021-07,SUP-0014,CN,95.99,98.0,73.66,87.59,88.81,27.7,98.0,98.0,95.87,97.2,8833,0.883,87.04,0,0,1.37,60,1582873.06,90.89,99.69,1
2021-07,SUP-0015,CN,98.84,87.89,81.19,69.87,84.45,19.1,87.89,87.89,98.16,88.04,9771,0.977,89.88,0,0,6.31,11,1360881.22,86.13,96.77,0
2021-07,SUP-0016,CN,94.73,82.16,86.43,78.92,85.56,17.3,82.16,82.16,92.02,81.94,12295,1.23,92.96,3,0,2.99,33,1143475.19,83.61,97.02,0
2021-07,SUP-0017,CN,92.79,97.47,73.76,79.34,85.84,41.3,97.47,97.47,95.27,99.22,6082,0.608,83.05,0,0,1.71,53,476398.38,79.59,97.76,0
2021-07,SUP-0018,CN,92.11,94.58,87.36,67.34,85.35,36.3,94.58,94.58,91.47,94.39,11038,1.104,81.33,0,0,4.19,72,898956.18,87.62,95.19,0
2021-07,SUP-0019,CN,92.27,93.42,71.87,55.24,78.2,9.4,93.42,93.42,92.81,92.63,14031,1.403,96.51,0,0,1.51,59,1898308.97,80.04,95.29,0
2021-07,SUP-0020,CN,97.69,89.84,59.93,86.24,83.43,18.9,89.84,89.84,97.8,89.33,7193,0.719,89.8,0,0,3.36,42,1435365.95,83.51,100,0
2021-07,SUP-0021,CN,84.05,83.85,86.76,81.8,84.11,3.4,83.85,83.85,81.64,86.37,18941,1.894,97.01,0,0,12.79,24,1191584.88,81.26,83.94,0
2021-07,SUP-0022,CN,92.57,90.29,92.01,71.12,86.5,22.9,90.29,90.29,92.27,92.9,16122,1.612,86.24,0,0,7.24,24,1194976.5,85.63,99.01,0
2021-07,SUP-0023,CN,79.73,93.83,82.57,80.11,84.06,46.0,93.83,93.83,78.29,90.73,23756,2.376,77.63,0,0,6.08,30,1880494.05,88.02,86.93,0
2021-07,SUP-0024,CN,76.55,81.07,73.68,70.32,75.4,44.5,81.07,81.07,76.8,80.52,22930,2.293,82.44,0,0,12.71,68,1068291.0,80.22,81.71,0
2021-07,SUP-0025,CN,78.54,85.09,75.03,67.09,76.44,12.4,85.09,85.09,78.75,86.54,17935,1.794,96.54,1,0,6.39,27,1838875.01,69.91,74.86,0
2021-07,SUP-0026,CN,89.42,95.47,75.03,79.28,84.8,30.8,95.47,95.47,90.14,95.25,17374,1.737,86.03,1,0,2.46,55,1906126.05,86.66,85.85,0
2021-07,SUP-0027,CN,81.59,100,64.77,100,86.59,14.4,100,100,80.78,98.71,16170,1.617,92.67,0,0,12.03,78,1435490.54,87.13,81.17,0
2021-07,SUP-0028,CN,95.8,97.78,76.2,74.26,86.01,53.2,97.78,97.78,97.12,95.51,9131,0.913,69.66,0,0,6.03,65,820061.32,84.79,92.98,1
2021-07,SUP-0029,CN,92.49,73.39,82.41,66.45,78.69,11.4,73.39,73.39,96.4,73.52,8582,0.858,92.28,0,0,2.09,37,179048.44,78.51,93.71,1
2021-07,SUP-0030,CN,94.26,100,83.23,52.7,82.55,17.0,100,100,94.45,100,8416,0.842,93.49,1,0,12.1,70,124381.99,80.42,96.18,0
2021-07,SUP-0031,CN,82.16,74.75,78.4,70.65,76.49,24.9,74.75,74.75,80.87,73.34,21796,2.18,89.2,0,0,2.11,58,1223640.78,76.03,90.06,0
2021-07,SUP-0032,CN,91.66,78.6,85.4,54.64,77.57,22.8,78.6,78.6,89.14,79.35,15268,1.527,88.36,0,0,13.14,73,929009.32,83.09,85.13,1
2021-07,SUP-0033,CN,87.71,91.39,84.94,68.65,83.17,30.6,91.39,91.39,91.27,92.79,15460,1.546,84.09,1,1,12.94,50,1861425.11,80.18,90.86,0
2021-07,SUP-0034,CN,89.45,84.7,85.46,84.84,86.11,31.8,84.7,84.7,89.86,87.03,16881,1.688,83.61,0,0,9.06,12,967916.87,83.77,83.12,0
