order_id,date,order_date,customer_id,supplier_id,commodity_code,commodity,country_code,country,quantity,unit_price_usd,total_usd,currency_code,exchange_rate,expected_delivery_date,actual_delivery_date,lead_time_days,delay_days,status,payment_status,quality_inspection_result,returned_quantity,return_reason,shipment_mode,incoterms,port_of_origin,port_of_destination,priority_level,discount_percent,tax_amount,insurance_amount,tracking_number,carrier_name,notes,payment_terms,is_delayed,is_anomaly
PO-128116,2022-01-07,2022-01-07,CUS-0282,SUP-0203,STL,Steel,CA,Canada,12406,563.887,6995582.11,CAD,1.371772,2022-01-26,2022-02-03,19,8,delayed,Paid,passed,0,,Rail,DAP,CA-PORT-3,DEST-05,low,5.83,389458.95,18545.49,TRK-10028116,Kuehne+Nagel,,Net 90,true,false
PO-128117,2022-11-29,2022-11-29,CUS-0301,SUP-0142,CTN,Cotton,KR,South Korea,20660,1764.1818,36447995.28,KRW,1314.847099,2022-12-08,2022-12-11,9,3,delivered,Paid,passed,0,,Sea,DAP,KR-PORT-1,DEST-09,low,5.46,5370302.89,556360.23,TRK-10028117,FedEx,,Net 60,false,false
PO-128118,2022-01-09,2022-01-09,CUS-0220,SUP-0057,STL,Steel,IN,India,7173,394.5129,2829841.03,INR,83.85426,2022-02-27,2022-03-01,49,2,delivered,Paid,passed,0,,Sea,EXW,IN-PORT-4,DEST-08,normal,8.25,360085.81,20897.84,TRK-10028118,FedEx,,Net 30,false,false
PO-128119,2022-09-14,2022-09-14,CUS-0106,SUP-0046,LIT,Lithium,IN,India,4447,29601.7094,131638801.81,INR,82.579686,2022-11-02,2022-10-31,49,0,delivered,Paid,passed,0,,Multimodal,FOB,IN-PORT-3,DEST-01,high,9.22,3672710.4,621218.8,TRK-10028119,DHL,,Net 30,false,false
PO-128120,2022-03-29,2022-03-29,CUS-0141,SUP-0140,CTN,Cotton,KR,South Korea,3043,1799.9251,5477172.05,KRW,1332.774483,2022-04-06,2022-04-04,8,0,delivered,Refunded,passed,0,,Sea,FOB,KR-PORT-3,DEST-01,normal,3.23,522324.08,104596.74,TRK-10028120,DHL,,Net 30,false,false
PO-128121,2022-09-02,2022-09-02,CUS-0302,SUP-0134,SLC,Silicon,VN,Vietnam,4396,2252.9996,9904186.08,VND,24295.829071,2022-10-19,2022-10-22,47,3,delivered,Paid,passed,0,,Air,FOB,VN-PORT-2,DEST-04,normal,2.82,422488.57,157574.02,TRK-10028121,DHL,,Net 90,false,false
PO-128122,2022-02-03,2022-02-03,CUS-0003,SUP-0042,STL,Steel,IN,India,553,432.7905,239333.15,INR,84.631542,2022-02-12,2022-02-15,9,3,delivered,Overdue,passed,0,,Sea,DAP,IN-PORT-2,DEST-05,low,8.46,18643.28,3545.39,TRK-10028122,FedEx,,Net 45,false,false
PO-128123,2022-05-10,2022-05-10,CUS-0240,SUP-0105,ALM,Aluminum,DE,Germany,15745,2517.5889,39639437.87,EUR,0.930441,2022-06-01,2022-05-30,22,0,delivered,Pending,passed,0,,Sea,EXW,DE-PORT-1,DEST-05,normal,4.64,1885099.59,522560.7,TRK-10028123,DHL,,Net 60,false,false
PO-128124,2022-04-24,2022-04-24,CUS-0195,SUP-0078,SLC,Silicon,US,United States,18137,3318.2948,60183912.0,USD,1.011727,2022-06-02,2022-06-01,39,0,delivered,Paid,passed,0,,Sea,DAP,US-PORT-1,DEST-10,high,5.19,7242829.36,405911.78,TRK-10028124,FedEx,,Net 60,false,false
PO-128125,2022-02-17,2022-02-17,CUS-0168,SUP-0075,STL,Steel,US,United States,2337,586.2264,1370011.09,USD,1.016745,2022-03-31,2022-04-02,42,2,delivered,Paid,passed,0,,Air,DDP,US-PORT-1,DEST-06,high,6.87,205656.33,3523.8,TRK-10028125,FedEx,,Net 45,false,false
PO-128126,2022-11-05,2022-11-05,CUS-0294,SUP-0192,PLA,Plastic,TR,Turkey,32184,1098.2606,35346420.09,TRY,27.138603,2023-01-01,2023-01-01,57,0,delivered,Paid,passed,0,,Sea,FCA,TR-PORT-3,DEST-12,high,6.73,1700454.5,364349.36,TRK-10028126,FedEx,,Net 45,false,false
PO-128127,2022-07-06,2022-07-06,CUS-0224,SUP-0197,STL,Steel,AU,Australia,3188,603.5794,1924211.26,AUD,1.50991,2022-08-01,2022-08-04,26,3,delivered,Paid,passed,0,,Sea,FOB,AU-PORT-1,DEST-06,normal,8.99,197186.84,15383.43,TRK-10028127,Maersk,,Net 45,false,false
PO-128128,2022-10-26,2022-10-26,CUS-0144,SUP-0035,PLA,Plastic,CN,China,12649,1052.7796,13316609.56,CNY,7.022286,2022-11-18,2022-11-21,23,3,delivered,Paid,passed,0,,Road,EXW,CN-PORT-1,DEST-02,normal,3.17,1259227.01,260953.6,TRK-10028128,FedEx,,Net 45,false,false
PO-128129,2022-11-03,2022-11-03,CUS-0296,SUP-0152,COP,Copper,BR,Brazil,13361,6891.1785,92073036.0,BRL,4.906055,2023-01-04,2023-01-07,62,3,delivered,Overdue,failed,0,,Rail,DDP,BR-PORT-4,DEST-09,high,11.69,13493112.09,386744.04,TRK-10028129,FedEx,,Net 45,false,false
PO-128130,2022-06-26,2022-06-26,CUS-0139,SUP-0038,CTN,Cotton,IN,India,14670,1296.7365,19023124.37,INR,83.291688,2022-07-07,2022-07-06,11,0,delivered,Pending,passed,0,,Sea,CIF,IN-PORT-4,DEST-08,normal,4.65,1186130.38,72027.07,TRK-10028130,DHL,,Net 60,false,false
PO-128131,2022-11-07,2022-11-07,CUS-0273,SUP-0142,CTN,Cotton,KR,South Korea,6629,1585.8063,10512310.0,KRW,1320.810461,2022-11-10,2022-11-07,3,0,delivered,Paid,passed,0,,Sea,DAP,KR-PORT-3,DEST-03,normal,3.61,191963.84,42442.75,TRK-10028131,FedEx,,Net 60,false,false
PO-128132,2022-02-27,2022-02-27,CUS-0086,SUP-0015,RBR,Rubber,CN,China,13160,1426.5171,18772964.58,CNY,7.203831,2022-03-10,2022-03-11,11,1,delivered,Paid,failed,0,,Sea,DAP,CN-PORT-2,DEST-05,normal,0.89,1533011.19,310002.05,TRK-10028132,FedEx,,Net 90,false,false
PO-128133,2022-01-08,2022-01-08,CUS-0220,SUP-0153,TIM,Timber,BR,Brazil,6904,359.1207,2479369.35,BRL,5.056229,2022-03-05,2022-03-04,56,0,delivered,Paid,failed,0,,Sea,FOB,BR-PORT-1,DEST-06,normal,7.59,317902.74,40497.98,TRK-10028133,DHL,,Net 30,false,false
PO-128134,2022-02-07,2022-02-07,CUS-0211,SUP-0196,LIT,Lithium,ZA,South Africa,13931,29120.5188,405677947.26,ZAR,18.771036,2022-03-24,2022-03-23,45,0,delivered,Paid,passed,0,,Sea,EXW,ZA-PORT-3,DEST-03,normal,10.07,8688582.3,3835861.89,TRK-10028134,DHL,,Net 60,false,false
PO-128135,2022-04-10,2022-04-10,CUS-0193,SUP-0056,ALM,Aluminum,IN,India,15597,1759.5816,27444193.6,INR,84.371103,2022-05-06,2022-05-09,26,3,delivered,Pending,passed,0,,Sea,DDP,IN-PORT-3,DEST-02,normal,2.42,4895022.71,268316.58,TRK-10028135,Kuehne+Nagel,,Net 90,false,false
PO-128136,2022-01-23,2022-01-23,CUS-0247,SUP-0180,PLA,Plastic,PL,Poland,2332,1130.2604,2635767.34,PLN,4.105871,2022-02-23,2022-02-25,31,2,delivered,Paid,passed,0,,Sea,FCA,PL-PORT-2,DEST-05,normal,1.79,275284.0,50045.61,TRK-10028136,Kuehne+Nagel,,Net 45,false,false
PO-128137,2022-02-18,2022-02-18,CUS-0051,SUP-0175,STL,Steel,TH,Thailand,19460,449.0643,8738791.17,THB,35.563253,2022-02-27,2022-02-26,9,0,delivered,Paid,passed,0,,Rail,DDP,TH-PORT-3,DEST-01,normal,7.7,974168.49,79583.26,TRK-10028137,DHL,,Net 45,false,false
PO-128138,2022-03-22,2022-03-22,CUS-0095,SUP-0023,ALM,Aluminum,CN,China,6011,2129.341,12799468.99,CNY,7.155754,2022-05-02,2022-05-02,41,0,delivered,Paid,passed,0,,Multimodal,DAP,CN-PORT-1,DEST-02,normal,9.11,335938.2,174697.13,TRK-10028138,DB Schenker,,Net 45,false,false
PO-128139,2022-10-20,2022-10-20,CUS-0083,SUP-0100,CTN,Cotton,DE,Germany,26806,1773.5882,47542805.62,EUR,0.915297,2022-10-23,2022-10-23,3,0,delivered,Paid,passed,0,,Air,DAP,DE-PORT-4,DEST-05,low,3.72,7073990.35,159370.24,TRK-10028139,Kuehne+Nagel,,Net 45,false,false
PO-128140,2022-08-29,2022-08-29,CUS-0165,SUP-0112,SLC,Silicon,JP,Japan,28848,3064.4014,88401851.82,JPY,149.927712,2022-09-23,2022-09-24,25,1,returned,Paid,passed,5347,quality defect,Sea,FCA,JP-PORT-4,DEST-08,normal,2.49,12883698.12,451105.77,TRK-10028140,Kuehne+Nagel,,Net 60,false,false
PO-128141,2022-08-07,2022-08-07,CUS-0312,SUP-0176,NIC,Nickel,TH,Thailand,3584,19123.1667,68537429.47,THB,35.258806,2022-08-27,2022-08-30,20,3,delivered,Paid,passed,0,,Sea,DAP,TH-PORT-2,DEST-05,normal,3.02,3252340.08,402540.47,TRK-10028141,DB Schenker,,Net 45,false,false
PO-128142,2022-03-09,2022-03-09,CUS-0117,SUP-0094,ALM,Aluminum,DE,Germany,12478,2346.4621,29279154.13,EUR,0.930579,2022-03-14,2022-03-15,5,1,delivered,Paid,passed,0,,Sea,DDP,DE-PORT-1,DEST-04,normal,3.06,984307.83,530560.75,TRK-10028142,DB Schenker,,Net 30,false,false
PO-128143,2022-07-25,2022-07-25,CUS-0307,SUP-0015,COP,Copper,CN,China,12909,6403.2384,82659404.49,CNY,7.063875,2022-08-08,2022-08-06,14,0,delivered,Paid,passed,0,,Air,EXW,CN-PORT-3,DEST-10,normal,1.38,13442420.63,1200944.27,TRK-10028143,DHL,,Net 90,false,false
PO-128144,2022-05-03,2022-05-03,CUS-0040,SUP-0119,CEM,Cement,JP,Japan,6454,140.4133,906227.49,JPY,151.003528,2022-05-22,2022-05-21,19,0,delivered,Paid,passed,0,,Sea,CIF,JP-PORT-2,DEST-01,low,10.37,62435.52,8849.88,TRK-10028144,DHL,,Net 45,false,true
PO-128145,2022-12-29,2022-12-29,CUS-0320,SUP-0015,TIM,Timber,CN,China,20919,357.933,7487601.46,CNY,6.94353,2023-01-04,2023-01-07,6,3,delivered,Paid,passed,0,,Sea,EXW,CN-PORT-1,DEST-04,normal,7.45,842484.84,81715.83,TRK-10028145,FedEx,,Net 90,false,false
PO-128146,2022-03-16,2022-03-16,CUS-0286,SUP-0164,COP,Copper,MX,Mexico,38989,7584.2849,295703685.65,MXN,17.581645,2022-04-14,2022-04-17,29,3,delivered,Paid,passed,0,,Road,FCA,MX-PORT-2,DEST-09,low,0.7,33554842.99,1608681.9,TRK-10028146,Kuehne+Nagel,,Net 90,false,false
PO-128147,2022-11-21,2022-11-21,CUS-0026,SUP-0130,COP,Copper,VN,Vietnam,5102,6271.5665,31997532.1,VND,24230.874864,2023-01-19,2023-01-17,59,0,delivered,Pending,passed,0,,Sea,FCA,VN-PORT-3,DEST-03,low,10.89,3727307.29,523536.89,TRK-10028147,Maersk,,Net 90,false,false
PO-128148,2022-12-04,2022-12-04,CUS-0055,SUP-0058,STL,Steel,IN,India,4244,420.2998,1783752.22,INR,82.713645,2022-12-26,2023-01-10,22,15,delayed,Paid,failed,0,,Air,DAP,IN-PORT-3,DEST-07,normal,4.09,95802.62,11142.69,TRK-10028148,FedEx,,Net 45,true,false
PO-128149,2022-11-17,2022-11-17,CUS-0010,SUP-0018,CEM,Cement,CN,China,6807,116.7187,794504.41,CNY,7.016883,2023-01-01,2022-12-31,45,0,delivered,Paid,passed,0,,Sea,DDP,CN-PORT-1,DEST-01,normal,8.18,64240.31,6919.17,TRK-10028149,Kuehne+Nagel,,Net 90,false,false
PO-128150,2022-07-27,2022-07-27,CUS-0133,SUP-0097,PLA,Plastic,DE,Germany,1960,1408.2844,2760237.46,EUR,0.922902,2022-08-17,2022-08-18,21,1,delivered,Paid,failed,0,,Air,FOB,DE-PORT-1,DEST-02,high,0.33,424907.93,46169.2,TRK-10028150,Kuehne+Nagel,,Net 60,false,false
PO-128151,2022-01-29,2022-01-29,CUS-0200,SUP-0008,CEM,Cement,CN,China,20220,112.8232,2281285.43,CNY,7.161827,2022-02-15,2022-02-14,17,0,delivered,Paid,passed,0,,Air,FCA,CN-PORT-4,DEST-03,normal,10.89,123499.49,39006.03,TRK-10028151,DHL,,Net 30,false,false
PO-128152,2022-02-16,2022-02-16,CUS-0187,SUP-0168,STL,Steel,MX,Mexico,2425,477.0958,1156957.28,MXN,17.642237,2022-03-14,2022-03-11,26,0,delivered,Paid,passed,0,,Sea,DDP,MX-PORT-3,DEST-11,normal,6.04,151178.83,15578.55,TRK-10028152,DB Schenker,,Net 60,false,false
PO-128153,2022-01-27,2022-01-27,CUS-0303,SUP-0128,SLC,Silicon,VN,Vietnam,20506,2742.9864,56247679.16,VND,25175.404435,2022-03-04,2022-03-02,36,0,delivered,Paid,passed,0,,Sea,EXW,VN-PORT-4,DEST-08,normal,4.94,2875299.2,873817.3,TRK-10028153,Maersk,,Net 90,false,false
PO-128154,2022-06-07,2022-06-07,CUS-0096,SUP-0121,TIM,Timber,JP,Japan,14044,462.4178,6494195.33,JPY,152.497187,2022-06-25,2022-06-26,18,1,delivered,Pending,passed,0,,Sea,CIF,JP-PORT-4,DEST-06,normal,10.85,1128546.83,34322.87,TRK-10028154,Kuehne+Nagel,,Net 30,false,false
PO-128155,2022-02-22,2022-02-22,CUS-0220,SUP-0131,PLA,Plastic,VN,Vietnam,6149,1046.8443,6437045.58,VND,24579.572449,2022-04-09,2022-04-09,46,0,delivered,Paid,passed,0,,Rail,EXW,VN-PORT-1,DEST-07,low,7.34,551670.63,91318.37,TRK-10028155,DB Schenker,,Net 45,false,false
PO-128156,2022-02-22,2022-02-22,CUS-0140,SUP-0193,SLC,Silicon,ZA,South Africa,2580,2454.2519,6331969.93,ZAR,18.867421,2022-04-01,2022-04-02,38,1,delivered,Paid,passed,0,,Rail,FOB,ZA-PORT-2,DEST-02,normal,10.66,593357.42,91874.73,TRK-10028156,Maersk,,Net 30,false,false
PO-128157,2022-10-15,2022-10-15,CUS-0240,SUP-0147,STL,Steel,KR,South Korea,7817,559.4065,4372880.32,KRW,1316.307366,2022-12-01,2022-12-17,47,16,delayed,Overdue,passed,0,,Sea,DDP,KR-PORT-3,DEST-01,low,5.35,732414.79,19187.07,TRK-10028157,Kuehne+Nagel,,Net 45,true,false
PO-128158,2022-05-25,2022-05-25,CUS-0135,SUP-0034,PLA,Plastic,CN,China,529,921.7372,487598.97,CNY,7.163904,2022-06-09,2022-06-09,15,0,delivered,Paid,passed,0,,Sea,DDP,CN-PORT-3,DEST-08,high,2.67,69342.17,8286.43,TRK-10028158,Kuehne+Nagel,,Net 90,false,false
PO-128159,2022-03-10,2022-03-10,CUS-0318,SUP-0109,PLA,Plastic,JP,Japan,21183,1364.7102,28908655.42,JPY,150.146262,2022-04-19,2022-04-16,40,0,delivered,Paid,passed,0,,Sea,FCA,JP-PORT-3,DEST-04,normal,5.84,3836683.57,196252.91,TRK-10028159,FedEx,,Net 60,false,false
PO-128160,2022-09-23,2022-09-23,CUS-0118,SUP-0082,LIT,Lithium,US,United States,336,36386.6791,12225924.19,USD,0.991733,2022-11-06,2022-11-09,44,3,delivered,Paid,passed,0,,Road,FOB,US-PORT-3,DEST-01,normal,2.59,1355294.36,27344.33,TRK-10028160,FedEx,,Net 30,false,false
PO-128161,2022-12-02,2022-12-02,CUS-0069,SUP-0131,PLA,Plastic,VN,Vietnam,475,986.5615,468616.71,VND,24185.215778,2023-01-15,2023-01-14,44,0,delivered,Overdue,passed,0,,Road,CIF,VN-PORT-1,DEST-09,high,11.14,59559.87,2637.77,TRK-10028161,DHL,,Net 45,false,false
PO-128162,2022-05-17,2022-05-17,CUS-0301,SUP-0038,CTN,Cotton,IN,India,7860,1290.3725,10142327.57,INR,84.29649,2022-06-03,2022-06-04,17,1,delivered,Paid,passed,0,,Rail,CIF,IN-PORT-3,DEST-04,normal,0.22,681443.41,143688.52,TRK-10028162,Kuehne+Nagel,,Net 60,false,false
PO-128163,2022-06-11,2022-06-11,CUS-0203,SUP-0061,PLA,Plastic,IN,India,10569,1005.2654,10624649.76,INR,83.230479,2022-07-18,2022-07-18,37,0,delivered,Pending,passed,0,,Sea,DAP,IN-PORT-3,DEST-09,normal,4.58,857005.46,96250.67,TRK-10028163,Maersk,,Net 90,false,false
PO-128164,2022-11-25,2022-11-25,CUS-0311,SUP-0010,PLA,Plastic,CN,China,12881,1052.2858,13554493.25,CNY,7.046277,2022-12-05,2022-12-07,10,2,delivered,Paid,passed,0,,Sea,FOB,CN-PORT-1,DEST-03,low,10.04,1392809.12,43777.97,TRK-10028164,DB Schenker,,Net 90,false,false
PO-128165,2022-11-12,2022-11-12,CUS-0110,SUP-0041,RBR,Rubber,IN,India,26232,1226.4639,32172601.98,INR,81.706382,2023-01-01,2023-01-01,50,0,delivered,Refunded,passed,0,,Sea,FCA,IN-PORT-4,DEST-02,normal,7.19,5694761.35,334374.66,TRK-10028165,FedEx,,Net 45,false,false
PO-128166,2022-04-16,2022-04-16,CUS-0171,SUP-0041,STL,Steel,IN,India,22157,391.8398,8681995.39,INR,83.157614,2022-06-01,2022-05-29,46,0,delivered,Paid,passed,0,,Sea,DDP,IN-PORT-2,DEST-04,normal,8.73,1246079.79,33840.89,TRK-10028166,DB Schenker,,Net 45,false,false
PO-128167,2022-09-15,2022-09-15,CUS-0185,SUP-0204,GLS,Glass,CA,Canada,8735,1043.1347,9111782.03,CAD,1.331794,2022-11-08,2022-11-09,54,1,delivered,Paid,passed,0,,Sea,CIF,CA-PORT-3,DEST-10,normal,6.07,1329555.32,175444.42,TRK-10028167,Kuehne+Nagel,,Net 45,false,false
PO-128168,2022-09-09,2022-09-09,CUS-0177,SUP-0200,STL,Steel,AU,Australia,23235,565.8764,13148138.46,AUD,1.500925,2022-10-27,2022-10-24,48,0,delivered,Paid,passed,0,,Rail,EXW,AU-PORT-3,DEST-01,low,1.06,825461.11,260724.4,TRK-10028168,FedEx,,Net 90,false,false
PO-128169,2022-07-16,2022-07-16,CUS-0021,SUP-0134,CEM,Cement,VN,Vietnam,8272,106.556,881431.17,VND,24275.207293,2022-09-09,2022-09-08,55,0,delivered,Paid,passed,0,,Sea,FCA,VN-PORT-4,DEST-02,low,1.73,129349.78,16411.24,TRK-10028169,Kuehne+Nagel,,Net 90,false,false
PO-128170,2022-07-20,2022-07-20,CUS-0184,SUP-0102,COP,Copper,DE,Germany,561,7559.2063,4240714.74,EUR,0.92209,2022-08-14,2022-08-11,25,0,delivered,Paid,passed,0,,Air,CIF,DE-PORT-4,DEST-03,normal,9.65,252774.39,59442.58,TRK-10028170,Kuehne+Nagel,,Net 90,false,false
PO-128171,2022-07-22,2022-07-22,CUS-0112,SUP-0197,STL,Steel,AU,Australia,875,587.0845,513698.93,AUD,1.502047,2022-08-22,2022-08-25,31,3,delivered,Paid,passed,0,,Road,DDP,AU-PORT-4,DEST-11,high,1.02,77196.09,5199.87,TRK-10028171,DHL,,Net 45,false,false
PO-128172,2022-05-16,2022-05-16,CUS-0225,SUP-0132,LIT,Lithium,VN,Vietnam,9011,38510.2175,347015569.91,VND,24269.586922,2022-06-07,2022-06-07,22,0,delivered,Paid,passed,0,,Sea,DDP,VN-PORT-3,DEST-03,normal,9.15,44650145.92,5142133.22,TRK-10028172,DB Schenker,,Net 90,false,false
PO-128173,2022-09-15,2022-09-15,CUS-0097,SUP-0177,PLA,Plastic,TH,Thailand,2768,1009.2827,2793694.48,THB,36.120685,2022-11-08,2022-11-06,54,0,delivered,Paid,passed,0,,Sea,DDP,TH-PORT-4,DEST-04,normal,11.51,112188.95,6088.36,TRK-10028173,FedEx,,Net 60,false,false
PO-128174,2022-12-27,2022-12-27,CUS-0103,SUP-0114,LIT,Lithium,JP,Japan,1908,43499.7407,82997505.25,JPY,147.061179,2023-02-01,2023-01-30,36,0,delivered,Paid,passed,0,,Rail,EXW,JP-PORT-4,DEST-02,normal,11.74,4140434.21,526857.59,TRK-10028174,DB Schenker,,Net 90,false,false
PO-128175,2022-01-16,2022-01-16,CUS-0160,SUP-0060,STL,Steel,IN,India,4406,381.2863,1679947.53,INR,83.896766,2022-02-27,2022-02-26,42,0,delivered,Paid,passed,0,,Sea,FOB,IN-PORT-1,DEST-04,high,0.8,195357.04,9147.05,TRK-10028175,Kuehne+Nagel,,Net 60,false,false
PO-128176,2022-04-04,2022-04-04,CUS-0131,SUP-0104,NIC,Nickel,DE,Germany,3789,27391.2419,103785415.41,EUR,0.91873,2022-06-13,2022-06-10,70,0,delivered,Pending,passed,0,,Air,FCA,DE-PORT-1,DEST-02,normal,9.91,2561233.74,874759.79,TRK-10028176,Kuehne+Nagel,,Net 45,false,false
PO-128177,2022-10-01,2022-10-01,CUS-0176,SUP-0187,CTN,Cotton,TR,Turkey,3614,1382.2834,4995572.27,TRY,26.518481,2022-11-03,2022-11-01,33,0,delivered,Overdue,passed,0,,Sea,FOB,TR-PORT-3,DEST-08,normal,0.33,188840.85,87190.49,TRK-10028177,Kuehne+Nagel,,Net 90,false,false
PO-128178,2022-05-13,2022-05-13,CUS-0310,SUP-0108,REE,Rare Earth,DE,Germany,2532,102988.4449,260766742.5,EUR,0.924084,2022-06-15,2022-06-17,33,2,delivered,Paid,passed,0,,Sea,EXW,DE-PORT-1,DEST-05,low,5.75,33892618.81,1736075.31,TRK-10028178,DB Schenker,,Net 60,false,false
PO-128179,2022-09-05,2022-09-05,CUS-0238,SUP-0067,PLA,Plastic,US,United States,7056,1442.5375,10178544.85,USD,0.995828,2022-10-08,2022-10-11,33,3,delivered,Paid,passed,0,,Sea,FOB,US-PORT-3,DEST-12,normal,3.26,1536229.75,159859.73,TRK-10028179,DHL,,Net 60,false,false
PO-128180,2022-12-09,2022-12-09,CUS-0313,SUP-0059,CTN,Cotton,IN,India,7765,1297.5049,10075125.66,INR,82.357016,2023-01-22,2023-01-25,44,3,delivered,Paid,passed,0,,Sea,FCA,IN-PORT-4,DEST-02,normal,1.99,1167068.85,194988.19,TRK-10028180,Kuehne+Nagel,,Net 90,false,false
PO-128181,2022-11-09,2022-11-09,CUS-0211,SUP-0183,NIC,Nickel,PL,Poland,11200,25583.4722,286534888.28,PLN,3.982597,2023-01-06,2023-01-05,58,0,delivered,Paid,passed,0,,Sea,DAP,PL-PORT-1,DEST-11,normal,1.01,24134623.48,1173108.3,TRK-10028181,DB Schenker,,Net 90,false,false
PO-128182,2022-08-25,2022-08-25,CUS-0044,SUP-0198,CTN,Cotton,AU,Australia,27009,1784.6424,48201405.87,AUD,1.507539,2022-09-24,2022-09-24,30,0,delivered,Paid,passed,0,,Sea,DAP,AU-PORT-2,DEST-04,normal,9.63,7146551.89,732866.65,TRK-10028182,FedEx,,Net 90,false,false
PO-128183,2022-12-13,2022-12-13,CUS-0313,SUP-0118,LIT,Lithium,JP,Japan,1769,47927.4741,84783701.75,JPY,148.213878,2022-12-17,2022-12-17,4,0,delivered,Paid,passed,0,,Road,FCA,JP-PORT-2,DEST-03,high,7.23,4313524.81,591081.34,TRK-10028183,FedEx,,Net 45,false,false
PO-128184,2022-12-10,2022-12-10,CUS-0311,SUP-0070,STL,Steel,US,United States,5011,585.7056,2934970.58,USD,0.989105,2023-02-08,2023-02-07,60,0,delivered,Paid,passed,0,,Sea,DDP,US-PORT-2,DEST-10,normal,10.97,94930.0,22601.73,TRK-10028184,DHL,,Net 30,false,false
PO-128185,2022-05-30,2022-05-30,CUS-0018,SUP-0039,SLC,Silicon,IN,India,1476,2356.1509,3477678.78,INR,84.120535,2022-07-28,2022-07-26,59,0,delivered,Paid,passed,0,,Air,DDP,IN-PORT-1,DEST-02,normal,5.63,355721.59,9986.35,TRK-10028185,Maersk,,Net 60,false,false
PO-128186,2022-02-18,2022-02-18,CUS-0282,SUP-0184,STL,Steel,PL,Poland,505,513.3706,259252.18,PLN,4.075351,2022-03-10,2022-03-10,20,0,delivered,Paid,passed,0,,Air,FCA,PL-PORT-3,DEST-10,normal,1.51,40806.6,4841.47,TRK-10028186,DB Schenker,,Net 30,false,false
PO-128187,2022-11-27,2022-11-27,CUS-0079,SUP-0105,ALM,Aluminum,DE,Germany,8215,2529.8804,20782967.48,EUR,0.918433,2022-12-20,2022-12-21,23,1,delivered,Overdue,passed,0,,Sea,CIF,DE-PORT-4,DEST-10,normal,11.18,3169872.69,395527.66,TRK-10028187,DHL,,Net 60,false,false
PO-128188,2022-08-15,2022-08-15,CUS-0055,SUP-0030,SLC,Silicon,CN,China,17983,2554.1153,45930655.54,CNY,7.124821,2022-09-23,2022-09-20,39,0,delivered,Paid,passed,0,,Sea,CIF,CN-PORT-1,DEST-07,normal,9.29,6447217.57,324242.36,TRK-10028188,FedEx,,Net 60,false,false
PO-128189,2022-08-23,2022-08-23,CUS-0064,SUP-0087,CTN,Cotton,US,United States,962,2026.8001,1949781.74,USD,1.00958,2022-10-28,2022-10-30,66,2,delivered,Paid,passed,0,,Sea,DDP,US-PORT-2,DEST-03,high,8.38,33427.43,13529.71,TRK-10028189,Maersk,,Net 30,false,false
PO-128190,2022-07-27,2022-07-27,CUS-0269,SUP-0159,LIT,Lithium,BR,Brazil,10844,43803.5584,475005787.81,BRL,4.908393,2022-10-03,2022-10-04,68,1,delivered,Paid,passed,0,,Air,DDP,BR-PORT-1,DEST-09,normal,4.75,15709150.25,1047505.33,TRK-10028190,Maersk,,Net 45,false,false
PO-128191,2022-05-12,2022-05-12,CUS-0183,SUP-0111,LIT,Lithium,JP,Japan,10901,54120.0772,589962961.08,JPY,150.178647,2022-05-24,2022-05-27,12,3,delivered,Paid,passed,0,,Air,EXW,JP-PORT-3,DEST-07,low,8.79,14343296.14,10994842.0,TRK-10028191,FedEx,,Net 30,false,false
PO-128192,2022-10-23,2022-10-23,CUS-0033,SUP-0193,SLC,Silicon,ZA,South Africa,2440,2372.5858,5789109.46,ZAR,18.198436,2022-12-01,2022-12-03,39,2,delivered,Paid,passed,0,,Road,DAP,ZA-PORT-1,DEST-05,normal,2.86,700257.59,114757.07,TRK-10028192,FedEx,,Net 30,false,false
PO-128193,2022-06-23,2022-06-23,CUS-0192,SUP-0090,ALM,Aluminum,US,United States,10120,2828.1246,28620620.67,USD,0.999118,2022-07-18,2022-07-19,25,1,delivered,Paid,passed,0,,Air,DDP,US-PORT-4,DEST-06,normal,5.34,4366523.19,498119.32,TRK-10028193,DHL,,Net 30,false,false
PO-128194,2022-10-20,2022-10-20,CUS-0297,SUP-0190,PLA,Plastic,TR,Turkey,6389,1067.8507,6822498.12,TRY,26.506634,2022-11-12,2022-11-12,23,0,delivered,Paid,passed,0,,Sea,DDP,TR-PORT-4,DEST-03,normal,2.57,671405.81,98273.98,TRK-10028194,DB Schenker,,Net 90,false,false
PO-128195,2022-10-16,2022-10-16,CUS-0287,SUP-0150,COP,Copper,KR,South Korea,5876,7714.754,45331894.3,KRW,1320.687347,2022-11-24,2022-11-22,39,0,delivered,Paid,passed,0,,Sea,EXW,KR-PORT-4,DEST-08,high,5.97,6418109.5,799866.09,TRK-10028195,Kuehne+Nagel,,Net 30,false,false
PO-128196,2022-12-21,2022-12-21,CUS-0300,SUP-0035,PLA,Plastic,CN,China,10757,919.1921,9887749.8,CNY,7.068081,2023-01-13,2023-01-13,23,0,delivered,Paid,passed,0,,Air,DDP,CN-PORT-3,DEST-02,normal,9.14,1749732.32,164862.45,TRK-10028196,FedEx,,Net 45,false,false
