date,entity_type,entity_id,revenue_usd,cost_usd,gross_margin,operating_expenses,ebitda,net_profit,cash_flow,accounts_receivable,accounts_payable,inventory_value,working_capital,roi_percent
2020-09,customer,CUS-0102,2442279.88,1805045.63,26.092,158769.2,478465.05,290149.84,-228689.92,192518.17,171571.14,145116.46,554512.2,6.632
2020-09,customer,CUS-0103,2385743.84,1700956.82,28.703,271367.56,413419.46,274216.86,704304.45,165980.61,280300.92,538782.74,274372.25,8.091
2020-09,customer,CUS-0104,5850529.44,4254073.94,27.287,880230.77,716224.73,290658.49,963785.93,509581.64,532024.01,1597486.88,1495762.69,4.458
2020-09,customer,CUS-0105,2139087.34,1253561.89,41.397,140208.03,745317.42,652010.53,498528.27,505858.77,168615.08,194271.6,240963.37,6.38
2020-09,customer,CUS-0106,2958415.51,2230124.49,24.618,398459.07,329831.95,228614.79,-237603.7,312593.18,226306.93,468456.2,263362.43,17.541
2020-09,customer,CUS-0107,5874449.66,5123715.83,12.78,675175.51,75558.32,-145718.9,1059551.46,643927.37,799300.79,596774.28,1382549.84,7.494
2020-09,customer,CUS-0108,3879655.09,3339256.9,13.929,686164.33,-145766.14,-415607.55,1115533.56,220651.54,481084.23,1031675.47,427454.73,23.978
2020-09,customer,CUS-0109,1909261.53,1481457.14,22.407,298353.61,129450.78,12054.73,410007.78,321755.19,125933.6,155814.65,134800.03,16.817
2020-09,customer,CUS-0110,4345609.18,2498975.43,42.494,369623.73,1477010.02,1354903.66,-638768.99,543670.69,477419.09,794558.5,844834.54,31.822
2020-09,customer,CUS-0111,2158061.02,1715654.36,20.5,334214.2,108192.46,16274.89,-113123.7,292461.16,99888.92,664105.2,525012.59,19.624
2020-09,customer,CUS-0112,5880928.05,4999693.27,14.985,994513.55,-113278.77,-449458.92,-773389.92,1093679.2,713001.37,483503.37,886565.27,15.037
2020-09,customer,CUS-0113,3461577.48,2354782.73,31.974,480022.23,626772.52,425780.69,-630738.35,634779.87,226542.27,485384.67,680084.61,16.011
2020-09,customer,CUS-0114,1865051.58,1542078.14,17.317,113433.93,209539.51,64965.88,-250661.68,271588.8,292501.11,161398.6,405378.15,24.442
2020-09,customer,CUS-0115,3850477.72,2166392.87,43.737,688901.17,995183.68,801216.13,-398720.46,258490.44,128851.55,250503.28,784702.66,23.086
2020-09,customer,CUS-0116,5789447.49,4487691.64,22.485,852150.79,449605.06,273665.04,-769196.55,1349771.32,785841.79,442018.33,1472117.42,18.566
2020-09,customer,CUS-0117,3558384.1,2846499.79,20.006,416695.08,295189.23,149897.72,-645152.19,520029.56,487971.17,734560.55,810196.72,28.71
2020-09,customer,CUS-0118,1911418.45,1520853.57,20.433,272682.29,117882.59,53327.4,486873.61,424397.59,280936.25,420998.43,531535.78,16.099
2020-09,customer,CUS-0119,3896982.13,2874656.23,26.234,617602.53,404723.37,236323.83,-378031.34,847882.45,244068.37,540297.88,1153183.75,5.001
2020-09,customer,CUS-0120,120632.21,93460.88,22.524,11132.66,16038.68,6655.25,-11474.09,9129.79,13289.83,9770.25,26423.5,18.656
2020-09,customer,CUS-0121,5648964.17,4253076.73,24.711,515682.4,880205.04,625586.08,1332267.72,953625.18,381584.66,834941.48,441252.8,27.224
2020-09,customer,CUS-0122,3743298.56,2602286.19,30.481,412879.77,728132.6,463873.28,-732040.62,498949.73,457372.58,513233.64,694914.56,23.936
2020-09,customer,CUS-0123,4701599.75,2831740.94,39.771,442630.29,1427228.51,1209569.39,-471557.17,1120750.53,468220.8,564105.69,541762.76,30.662
2020-09,customer,CUS-0124,4427015.08,3352672.14,24.268,598850.8,475492.14,296692.23,626145.7,530629.0,258756.92,729652.87,640056.03,29.927
2020-09,customer,CUS-0125,921972.35,690930.3,25.06,79492.4,151549.64,100518.12,58956.04,206045.31,103662.54,228046.4,267350.61,18.234
2020-09,customer,CUS-0126,3255677.84,2592989.72,20.355,268582.99,394105.14,260234.35,-164778.7,210413.05,317485.55,708245.05,511682.25,19.385
2020-09,customer,CUS-0127,4245383.85,3427999.05,19.253,303005.56,514379.24,323583.17,-147799.23,694738.13,303448.66,299052.07,1003698.61,8.007
2020-09,customer,CUS-0128,5349056.91,3622347.94,32.281,397515.47,1329193.5,1144261.72,-486011.17,903003.75,432829.52,449718.26,283905.61,18.021
2020-09,customer,CUS-0129,2751224.19,1784454.52,35.14,152332.41,814437.26,700829.06,203611.91,363009.64,130912.92,647690.04,303810.66,6.504
2020-09,customer,CUS-0130,3042554.18,2244904.82,26.216,289234.2,508415.16,333951.88,52494.27,492264.02,275605.81,248361.16,320717.78,8.613
2020-09,customer,CUS-0131,4440895.59,3430465.83,22.753,333425.05,677004.72,333318.51,916010.58,1090005.44,625698.8,1283604.41,752656.06,28.182
2020-09,customer,CUS-0132,4473367.64,2836262.79,36.597,453942.1,1183162.75,931673.73,560762.01,263095.32,491427.46,1072599.34,923831.24,7.716
2020-09,customer,CUS-0133,3043247.29,2183381.41,28.255,535659.03,324206.85,244491.14,331453.3,367908.9,233802.04,480497.27,901510.6,24.895
2020-09,customer,CUS-0134,2667667.64,1544576.63,42.1,264264.8,858826.2,722587.36,-78583.13,308636.38,210910.15,386708.2,205071.18,28.491
2020-09,customer,CUS-0135,4692805.75,2751006.21,41.378,704313.25,1237486.29,1048207.72,-832763.11,564712.58,519276.08,858770.19,1340741.75,11.972
2020-09,customer,CUS-0136,4252873.16,3226604.73,24.131,620672.13,405596.3,209591.12,-624928.9,360692.09,311616.27,1227865.35,792036.32,12.778
2020-09,customer,CUS-0137,1410800.06,1115572.93,20.926,85281.78,209945.35,128153.23,-163224.28,148365.26,131893.19,314486.29,419436.44,12.057
2020-09,customer,CUS-0138,3211870.74,2703558.66,15.826,483206.25,25105.83,-114220.76,387222.86,219852.53,236226.51,343457.09,904993.09,24.6
2020-09,customer,CUS-0139,4947631.71,3328985.67,32.716,693907.55,924738.49,682982.95,-755828.91,703133.0,535906.62,1184357.1,1363724.59,8.411
2020-09,customer,CUS-0140,852040.68,702662.56,17.532,50038.24,99339.88,32040.86,77375.2,187149.87,100021.33,256978.67,55016.23,29.624
2020-09,customer,CUS-0141,2631338.3,2115635.65,19.598,197959.59,317743.06,171085.03,-423356.7,254024.46,331536.66,626415.02,537110.99,30.4
2020-09,customer,CUS-0142,2874954.76,2403922.76,16.384,467859.99,3172.0,-187278.77,741955.93,552652.04,204091.61,670737.77,229982.75,27.701
2020-09,customer,CUS-0143,4392409.3,3004495.98,31.598,408325.56,979587.76,798808.61,-365492.38,226909.13,351871.9,824746.63,779163.22,29.091
2020-09,customer,CUS-0144,3306753.56,2430451.54,26.5,489709.64,386592.39,276454.72,520622.27,521515.23,242037.34,633570.36,882631.74,30.742
2020-09,customer,CUS-0145,1156424.61,642398.26,44.45,202654.0,311372.35,222400.49,179778.88,118916.94,114245.98,114827.08,259562.01,15.656
2020-09,customer,CUS-0146,4316450.91,2862585.59,33.682,381006.59,1072858.73,862655.19,170141.89,252062.22,338176.88,554644.82,1013820.06,5.761
2020-09,customer,CUS-0147,5794896.77,4272405.18,26.273,423407.36,1099084.23,710906.2,-363406.16,845211.78,229462.49,797092.62,1604155.98,30.19
2020-09,customer,CUS-0148,649851.78,453007.11,30.291,78567.55,118277.13,91307.96,51220.56,90094.64,45370.88,98623.95,194875.35,6.375
2020-09,customer,CUS-0149,5512601.96,4197931.33,23.848,835598.91,479071.71,300050.96,-879920.91,1362475.48,583491.08,1415667.39,1184437.53,11.6
2020-09,customer,CUS-0150,3687115.46,2176951.08,40.958,356025.04,1154139.35,877710.65,338301.72,695140.56,206385.75,216128.82,505913.31,23.145
2020-09,customer,CUS-0151,3426790.49,2470993.31,27.892,332025.21,623771.97,383262.39,185293.31,603903.58,326861.45,283298.16,791599.83,30.012
2020-09,customer,CUS-0152,1942065.08,1614729.35,16.855,272352.19,54983.54,-26656.81,460016.86,174419.42,305378.62,142265.39,228543.53,30.25
2020-09,customer,CUS-0153,3626010.59,3146701.36,13.219,428066.69,51242.54,-145961.23,75247.15,469656.05,395804.37,494771.69,1002848.31,11.825
2020-09,customer,CUS-0154,921567.16,546933.48,40.652,148768.22,225865.46,173786.83,188373.73,180862.41,43693.8,51529.74,149704.66,13.339
2020-09,customer,CUS-0155,4342598.51,3817664.26,12.088,731960.35,-207026.1,-327996.11,105023.14,1013023.26,281158.06,841304.53,658786.67,4.651
2020-09,customer,CUS-0156,5930589.91,3462513.44,41.616,920523.7,1547552.76,1166473.94,-103647.01,797235.85,556604.31,302729.27,1173013.59,24.342
2020-09,customer,CUS-0157,1020962.74,667062.26,34.663,173576.21,180324.26,108605.26,139662.69,147805.61,132834.2,100629.56,230535.0,30.982
2020-09,customer,CUS-0158,2317876.02,1570577.85,32.241,279861.41,467436.77,405211.32,-390947.73,238841.36,309369.47,229980.24,268871.16,21.538
2020-09,customer,CUS-0159,3653408.72,2052448.21,43.821,383113.87,1217846.64,947680.42,287354.54,888639.02,312996.28,310503.68,813873.01,13.638
2020-09,customer,CUS-0160,1550692.65,1142886.07,26.298,163568.21,244238.37,190488.05,-248657.02,380986.01,192182.39,282221.21,345510.57,26.608
2020-09,customer,CUS-0161,3251859.8,2077254.06,36.121,514326.27,660279.48,534766.3,-46842.14,560499.41,243585.3,779177.83,467367.33,21.17
2020-09,customer,CUS-0162,398798.37,332697.63,16.575,62581.01,3519.73,-24138.52,-9226.99,87642.62,29583.98,127592.33,20243.14,30.56
2020-09,customer,CUS-0163,2672662.02,1626834.92,39.131,243849.73,801977.37,685797.51,136027.79,244948.36,155657.89,265490.47,468167.5,30.059
2020-09,customer,CUS-0164,3960871.71,2251115.83,43.166,476359.36,1233396.52,943552.3,1066829.16,555567.16,258226.52,352034.66,799088.58,31.623
2020-09,customer,CUS-0165,4627521.11,3740059.19,19.178,355062.6,532399.33,386692.96,-165462.15,850608.27,651194.02,1344344.35,1209788.06,21.63
2020-09,customer,CUS-0166,3738218.78,2192334.94,41.353,640973.2,904910.64,775886.81,-253498.71,906765.2,296770.24,562246.49,259188.23,10.032
2020-09,customer,CUS-0167,87291.57,61581.32,29.453,15204.5,10505.76,4615.0,-3446.65,8826.64,5733.7,13246.7,12421.11,21.404
2020-09,customer,CUS-0168,4694603.64,3161482.07,32.657,668848.06,864273.5,743880.22,1015756.91,266581.92,512187.77,924223.02,1388257.39,17.791
2020-09,customer,CUS-0169,1870806.98,1574224.12,15.853,303273.61,-6690.76,-93115.29,478076.43,449833.61,220932.54,439646.24,433333.5,13.288
2020-09,customer,CUS-0170,2441893.35,1841241.32,24.598,247553.74,353098.29,166541.98,374118.8,319855.63,326158.36,661999.13,539139.16,18.705
2020-09,customer,CUS-0171,1219918.09,741909.9,39.184,215614.13,262394.06,219858.6,126147.88,81160.45,44981.51,204433.74,165166.97,23.391
2020-09,customer,CUS-0172,5349548.42,3254289.6,39.167,938754.42,1156504.4,771155.97,-266622.35,608763.24,632518.55,1110327.51,445093.58,24.835
2020-09,customer,CUS-0173,361739.5,264385.13,26.913,56879.52,40474.84,19226.23,22714.67,86819.57,50524.13,102531.69,30335.99,23.976
2020-09,customer,CUS-0174,5943555.75,4689264.9,21.103,799230.11,455060.74,227724.87,665881.06,308071.6,295347.02,1335852.57,370493.58,23.51
2020-09,customer,CUS-0175,3605070.26,2879396.45,20.129,363354.25,362319.56,113352.04,510010.29,385275.62,555158.05,950119.72,412856.0,21.598
2020-09,customer,CUS-0176,2054864.48,1467155.72,28.601,208074.07,379634.69,277836.93,-82951.91,133994.83,285024.09,138911.98,429668.0,13.092
2020-09,customer,CUS-0177,405032.52,334774.24,17.346,29586.23,40672.06,19711.0,-77009.64,93108.89,45429.47,87723.04,72434.42,17.723
2020-09,customer,CUS-0178,5060189.35,3365091.3,33.499,814197.75,880900.3,740161.02,1484717.83,1117161.96,559405.71,1112865.31,1183083.36,25.523
2020-09,customer,CUS-0179,2417731.24,1483796.88,38.629,171148.82,762785.54,642669.43,-352341.38,335426.91,185364.47,422813.68,162151.49,10.147
2020-09,customer,CUS-0180,933371.17,553507.64,40.698,95430.18,284433.35,214818.04,-123775.06,100289.44,74463.13,61116.36,139940.79,18.138
2020-09,customer,CUS-0181,4450430.79,3029157.84,31.936,283111.39,1138161.56,1036576.44,-44594.92,681757.98,310049.3,405713.95,473731.78,9.54
2020-09,customer,CUS-0182,3127461.39,2007894.67,35.798,251484.68,868082.03,744067.7,18574.98,554452.9,181513.16,427032.12,702482.73,28.464
2020-09,customer,CUS-0183,2337816.41,1862696.17,20.323,406868.33,68251.91,-20809.88,164096.66,451735.43,247314.74,443498.49,233082.33,28.55
2020-09,customer,CUS-0184,1022932.98,653696.23,36.096,63907.97,305328.78,241803.01,222446.72,122081.32,112302.42,225619.56,289235.17,19.389
2020-09,customer,CUS-0185,2539998.49,1956942.8,22.955,186430.29,396625.39,218568.79,673329.76,309529.44,129785.28,290503.39,567016.89,16.409
2020-09,customer,CUS-0186,3715073.58,2292852.12,38.282,249173.36,1173048.1,951377.1,-620632.27,392153.0,417567.38,834208.55,719148.89,18.16
2020-09,customer,CUS-0187,3328339.62,2675539.15,19.613,578740.7,74059.77,-5837.42,-298483.47,625855.49,256120.18,756466.69,954771.42,26.981
2020-09,customer,CUS-0188,4338927.13,2672584.79,38.404,517286.27,1149056.08,870695.93,-855635.34,289027.32,138053.17,534585.31,365013.3,7.107
2020-09,customer,CUS-0189,5710878.08,3961105.38,30.639,421523.91,1328248.79,1022157.92,186193.32,1213866.23,718161.56,1106442.72,288567.28,8.244
2020-09,customer,CUS-0190,3965825.31,3072207.89,22.533,493780.66,399836.76,245976.71,-136147.61,889039.42,492568.04,516598.7,403432.66,28.192
2020-09,customer,CUS-0191,1992173.26,1121036.45,43.728,300882.32,570254.49,498985.52,428059.44,153953.12,216346.19,363255.99,187082.04,17.063
2020-09,customer,CUS-0192,3520684.7,2035436.75,42.186,211351.47,1273896.47,1199911.35,-629194.88,646581.03,175982.84,490255.89,591753.51,25.668
2020-09,customer,CUS-0193,4679405.97,3741136.31,20.051,391054.67,547215.0,452594.29,-914025.36,577409.21,491463.46,1125214.69,1231940.57,12.854
2020-09,customer,CUS-0194,3752831.35,2536113.94,32.421,194816.94,1021900.47,906456.91,634684.79,301763.53,500448.19,974028.0,1110585.12,15.305
2020-09,customer,CUS-0195,2075238.73,1771351.83,14.643,250542.82,53344.08,-3794.34,554281.16,177481.95,267335.59,460245.66,555854.34,18.504
2020-09,customer,CUS-0196,2962909.75,2220663.1,25.051,223612.54,518634.11,290474.88,369253.12,399622.32,383181.67,765460.9,691142.07,27.62
2020-09,customer,CUS-0197,396381.83,255189.37,35.62,51051.17,90141.29,69187.55,-6530.97,72309.43,26634.37,26867.52,34307.86,19.483
2020-09,customer,CUS-0198,5647436.09,4488689.12,20.518,879898.85,278848.13,-23662.91,-75144.87,322364.75,709418.08,1241818.23,901235.7,17.946
2020-09,customer,CUS-0199,2007680.71,1273023.67,36.592,199897.89,534759.15,444559.14,-7164.74,106290.56,190873.11,243047.86,478624.86,10.314
2020-09,customer,CUS-0200,3738006.37,2435394.43,34.848,464904.88,837707.05,585460.3,-632333.63,665893.18,422434.41,652158.28,206670.21,21.144
2020-09,customer,CUS-0201,309312.71,210613.71,31.909,36610.41,62088.59,40423.28,49739.03,25412.54,32786.34,28326.89,32923.67,16.97
2020-09,customer,CUS-0202,530204.83,371507.95,29.931,29657.7,129039.19,106766.64,-89086.79,88982.53,37289.5,91789.52,93918.74,17.247
2020-09,customer,CUS-0203,1998526.22,1150849.94,42.415,219200.03,628476.25,471341.4,-396644.97,257490.08,201344.21,127126.59,208608.44,16.771
2020-09,customer,CUS-0204,157399.59,135469.76,13.933,10770.83,11159.0,4759.57,-25191.26,19598.1,9793.88,28622.73,36422.43,21.801
2020-09,customer,CUS-0205,2450864.63,1830851.36,25.298,345818.48,274194.79,183271.68,-80811.47,474008.83,283517.03,622146.52,152800.54,24.305
2020-09,customer,CUS-0206,5230367.4,4018560.37,23.169,349217.67,862589.36,596043.88,595115.83,721383.59,532496.22,606579.38,717408.88,15.538
2020-09,customer,CUS-0207,2066351.32,1673305.48,19.021,162977.72,230068.12,140435.72,128866.12,462155.61,263549.38,432379.17,209501.18,23.953
2020-09,customer,CUS-0208,493869.13,297047.82,39.853,57099.39,139721.92,117899.82,64676.24,114336.88,24496.32,89941.11,136336.09,31.02
2020-09,customer,CUS-0209,5112500.33,3793922.64,25.791,423325.54,895252.15,529742.31,-1014243.25,1168682.91,405536.52,839813.15,791528.66,20.049
2020-09,customer,CUS-0210,1466302.68,815832.13,44.361,171921.34,478549.21,411572.43,-88629.14,79537.13,56303.44,171574.4,119619.67,20.319
2020-09,customer,CUS-0211,4187385.65,3627390.34,13.373,416022.15,143973.16,-21411.18,25667.17,539289.17,336185.43,426406.53,336030.22,19.671
2020-09,customer,CUS-0212,1707705.26,1373483.62,19.571,229423.79,104797.84,44238.87,215947.03,407431.65,92436.75,475380.58,489873.82,8.896
2020-09,customer,CUS-0213,597855.24,475847.91,20.408,44535.09,77472.24,36147.95,-46791.42,96517.85,60151.46,56973.97,105985.86,24.692
2020-09,customer,CUS-0214,2966429.69,1775276.45,40.154,518282.2,672871.04,555302.11,287217.12,688699.52,341415.74,215844.82,149453.31,4.175
2020-09,customer,CUS-0215,5693666.17,4169149.94,26.776,946389.1,578127.13,230912.62,606983.76,1319513.77,444135.07,1483316.35,1397482.74,19.926
2020-09,customer,CUS-0216,1866430.33,1053994.91,43.529,178940.98,633494.44,534582.69,102080.26,339953.91,80366.09,245960.1,508069.63,15.764
2020-09,customer,CUS-0217,4007019.59,3066999.23,23.459,710283.9,229736.47,-59496.98,426735.02,747519.05,340358.04,857399.54,733688.31,27.925
2020-09,customer,CUS-0218,3689373.6,2707348.53,26.618,331715.66,650309.42,355369.67,877561.92,738037.72,473299.42,433500.26,532776.08,20.417
2020-09,customer,CUS-0219,3525873.05,2328823.41,33.95,573539.77,623509.87,418757.07,428520.66,192260.76,148646.04,259236.47,417352.01,27.188
2020-09,customer,CUS-0220,1466897.46,910984.59,37.897,148325.83,407587.04,346210.78,-188664.51,252801.63,139670.05,110358.78,254034.93,25.993
2020-09,customer,CUS-0221,4140869.27,2500161.88,39.622,462391.62,1178315.77,928300.89,430328.54,539615.43,212869.66,297209.06,1207556.71,6.366
2020-09,customer,CUS-0222,2522557.23,2214022.24,12.231,379641.69,-71106.71,-132696.07,296975.72,278692.92,251529.64,222806.49,628658.73,4.212
2020-09,customer,CUS-0223,2741304.11,2240316.52,18.276,439132.52,61855.07,-7791.67,-358211.42,611693.76,125295.34,524963.0,225426.51,15.862
2020-09,customer,CUS-0224,5667175.12,4326289.22,23.661,601400.97,739484.93,363004.13,131465.34,1064679.74,655303.92,1542080.84,998988.47,7.725
2020-09,customer,CUS-0225,4352199.94,2899388.32,33.381,416210.86,1036600.76,772247.93,1106086.38,257287.66,326562.09,753310.95,1080019.25,18.98
2020-09,customer,CUS-0226,369908.43,240435.08,35.001,19357.76,110115.58,93760.23,19611.16,85397.83,20530.88,83947.55,59478.1,29.598
2020-09,customer,CUS-0227,2280208.28,1261794.41,44.663,284525.79,733888.08,634900.58,468859.67,547836.3,96026.41,123822.47,607097.38,15.864
2020-09,customer,CUS-0228,5278673.48,4615961.97,12.555,618634.34,44077.17,-370507.76,-190780.44,658594.79,805608.6,1787388.38,955185.15,7.154
2020-09,customer,CUS-0229,4555569.12,2547486.59,44.08,417042.49,1591040.04,1326277.66,-466083.13,958266.61,426020.5,397109.07,536733.3,23.247
2020-09,customer,CUS-0230,4332478.44,2439488.78,43.693,418816.86,1474172.8,1308049.1,-694993.76,291654.29,263128.91,464167.52,1056037.38,10.326
2020-09,customer,CUS-0231,2970028.38,2069775.58,30.311,322491.82,577760.97,399415.19,162515.95,693517.32,287676.03,279686.71,521567.3,9.301
2020-09,customer,CUS-0232,1653390.77,1079016.48,34.739,287394.27,286980.02,253069.53,204380.26,189191.01,208483.91,109809.52,174296.29,9.471
2020-09,customer,CUS-0233,4892343.91,3634605.68,25.708,324481.06,933257.18,796248.33,1188195.17,1137494.94,467717.54,953151.89,1015937.78,22.566
2020-09,customer,CUS-0234,5697586.26,3146314.56,44.778,884339.57,1666932.13,1510738.57,-738602.5,853652.59,297431.71,663436.97,1280278.53,14.329
2020-09,customer,CUS-0235,213642.55,154015.19,27.91,37794.61,21832.76,12294.95,57994.58,36256.8,15331.88,30355.47,58723.05,22.212
2020-09,customer,CUS-0236,1058132.74,869562.22,17.821,173680.58,14889.94,-65050.38,-157678.68,244421.41,68120.6,182872.44,290055.11,30.161
2020-09,customer,CUS-0237,4454747.98,2527983.79,43.252,719504.64,1207259.56,958351.58,1269608.21,418601.47,268242.18,228277.56,256743.09,8.907
2020-09,customer,CUS-0238,3246121.3,2757687.06,15.047,469928.67,18505.57,-213227.01,288646.9,724526.85,430209.35,1076316.3,257956.17,8.941
2020-09,customer,CUS-0239,3227135.53,2233299.94,30.796,472375.21,521460.38,424452.52,907814.93,256828.47,284062.96,539364.62,262061.44,11.372
2020-09,customer,CUS-0240,1483623.89,1050146.89,29.217,174296.28,259180.72,190930.58,276962.2,343065.27,143711.79,140583.04,154991.82,31.931
2020-09,customer,CUS-0241,4700979.39,3243794.33,30.997,795992.95,661192.11,484623.3,-284497.47,488713.06,329887.36,482969.26,359398.99,15.382
2020-09,customer,CUS-0242,1061180.35,709596.9,33.131,179041.18,172542.27,137967.19,-130508.69,180986.87,42441.96,222721.33,140871.9,6.33
2020-09,customer,CUS-0243,5137974.15,3505300.15,31.777,634358.08,998315.92,600515.3,242066.75,309715.54,296645.3,1223755.96,1034485.45,18.311
2020-09,customer,CUS-0244,1525624.13,1272843.33,16.569,126318.98,126461.81,70379.31,-165840.55,377008.93,204873.38,195850.85,143579.43,15.269
2020-09,customer,CUS-0245,1522530.77,1196035.53,21.444,243013.59,83481.65,-28705.42,379386.79,129541.69,235196.73,132232.47,418093.58,19.457
2020-09,customer,CUS-0246,1716340.95,1028655.97,40.067,253563.74,434121.24,330532.53,245708.45,166027.22,153166.5,336679.88,252454.9,5.644
2020-09,customer,CUS-0247,4957787.32,3246696.77,34.513,719710.86,991379.69,856385.09,1185192.27,360325.91,406169.33,1111305.7,1233209.49,27.262
2020-09,customer,CUS-0248,663293.27,461351.65,30.445,40886.41,161055.21,136993.68,-101529.46,73494.23,69546.17,116670.88,144236.49,17.926
2020-09,customer,CUS-0249,2558900.05,1461100.61,42.901,133353.31,964446.12,835405.15,-203145.52,370780.99,107186.1,459873.91,278424.77,24.475
2020-09,customer,CUS-0250,4155192.88,2696971.69,35.094,393860.29,1064360.9,833950.16,612549.58,264871.18,164597.06,648982.14,1179429.65,22.572
2020-09,customer,CUS-0251,280878.57,234424.93,16.539,44271.22,2182.42,-5402.83,48131.9,22274.07,33027.11,37557.82,51281.4,6.409
2020-09,customer,CUS-0252,811522.64,467660.53,42.372,46507.46,297354.65,279235.35,-24693.87,75330.77,28844.01,59335.0,137374.81,15.409
2020-09,customer,CUS-0253,4719600.47,2783825.06,41.016,727868.14,1207907.28,951323.15,769286.26,1095808.24,486235.4,600654.77,611316.63,17.325
2020-09,customer,CUS-0254,2397353.35,1659822.58,30.764,125048.04,612482.72,543047.15,-443703.31,522019.23,131561.3,343242.16,679733.3,24.832
2020-09,customer,CUS-0255,2833596.98,2408529.86,15.001,261209.67,163857.45,-46645.13,-124963.07,385382.81,393209.05,462266.98,509092.12,13.262
2020-09,customer,CUS-0256,3155842.64,1792714.62,43.194,226097.21,1137030.8,900671.0,-472160.93,733614.31,157722.93,327441.52,397366.53,7.685
2020-09,customer,CUS-0257,2479557.76,1609938.14,35.072,174257.33,695362.3,527764.11,-257519.95,320709.52,247924.59,503998.42,314915.51,16.217
2020-09,customer,CUS-0258,892195.55,586799.12,34.23,144386.35,161010.09,124371.26,-115930.13,187967.27,42730.32,217696.39,259108.51,26.719
2020-09,customer,CUS-0259,3437508.44,2719941.5,20.875,468133.25,249433.69,77741.43,-268735.1,537021.33,352656.99,902366.79,524665.03,28.199
2020-09,customer,CUS-0260,2476682.86,1726356.14,30.296,304324.84,446001.87,351129.17,-6984.71,542045.03,156805.68,636378.79,717378.4,31.993
2020-09,customer,CUS-0261,3782803.41,3127632.23,17.32,256760.27,398410.92,205818.27,321303.02,237316.99,271808.68,753695.1,1004687.11,17.355
2020-09,customer,CUS-0262,3661171.26,2615952.01,28.549,190059.94,855159.31,678304.05,-692185.93,672462.75,406376.79,429987.83,388553.4,5.932
2020-09,customer,CUS-0263,438882.97,308337.56,29.745,77722.3,52823.11,33227.77,-77144.89,76891.1,50880.34,30771.86,77202.52,20.523
2020-09,customer,CUS-0264,3570517.09,3076361.11,13.84,593291.25,-99135.26,-303876.29,15114.88,571717.21,358573.83,1207808.81,702136.61,15.719
2020-09,customer,CUS-0265,5201797.78,3130760.48,39.814,334593.49,1736443.81,1512825.7,844183.34,503411.82,559736.5,757972.95,940297.26,30.691
2020-09,customer,CUS-0266,1221875.31,992087.54,18.806,151483.9,78303.87,23095.42,-55752.36,228072.9,75554.5,200353.68,348645.28,25.592
2020-09,customer,CUS-0267,1804513.7,1537090.75,14.82,124476.72,142946.24,100967.18,496552.2,400881.13,244818.99,183490.0,388477.91,19.745
2020-09,customer,CUS-0268,882145.54,685830.71,22.254,123570.74,72744.1,27919.5,26989.45,93131.35,51299.01,82492.59,138768.13,24.373
2020-09,customer,CUS-0269,5996542.06,5086808.91,15.171,1078256.94,-168523.79,-328183.5,-612367.91,1330638.23,654852.81,1277388.13,1052312.47,26.57
2020-09,customer,CUS-0270,350316.77,252207.81,28.006,42099.29,56009.68,34005.53,-14533.71,27326.97,14297.92,53628.99,44332.83,17.799
2020-09,customer,CUS-0271,2465322.21,1840891.46,25.329,310105.22,314325.53,245884.43,-486577.88,200978.43,212654.33,703350.11,195535.78,19.464
2020-09,customer,CUS-0272,2851623.88,1742027.37,38.911,346385.06,763211.45,645396.39,-525833.31,604292.07,164808.73,558225.66,265770.56,13.528
2020-09,customer,CUS-0273,3866317.89,2717028.71,29.726,266417.92,882871.26,667387.97,737005.87,652953.88,452779.2,302283.23,461054.24,16.163
2020-09,customer,CUS-0274,565788.83,343114.46,39.356,91708.96,130965.41,90495.57,-51160.66,81691.18,54698.94,74331.38,161214.27,16.264
2020-09,customer,CUS-0275,1093580.75,650289.02,40.536,109953.15,333338.58,292124.89,180964.29,105803.59,43985.41,223266.76,247940.23,6.897
2020-09,customer,CUS-0276,4207254.06,3521991.6,16.288,649147.82,36114.63,-210815.13,-542597.96,343117.69,596708.88,1284526.03,368167.9,28.675
2020-09,customer,CUS-0277,3746794.64,3129793.75,16.467,457384.66,159616.23,-138871.85,810721.86,248932.46,186878.17,434145.88,1049503.0,8.998
2020-09,customer,CUS-0278,5108308.22,4423070.48,13.414,378538.6,306699.14,-4779.95,709701.07,1028157.77,583624.29,722827.4,1001285.38,11.01
2020-09,customer,CUS-0279,2393950.07,1744354.03,27.135,178003.68,471592.36,417688.73,281072.86,456279.37,275304.45,327384.41,286899.23,24.296
2020-09,customer,CUS-0280,3278960.9,2429375.8,25.91,524802.86,324782.24,192087.21,-370254.11,715786.02,273075.44,560200.43,445943.95,20.303
2020-09,customer,CUS-0281,100826.06,72757.86,27.838,8025.85,20042.35,15186.75,14857.3,10706.17,11745.66,19183.23,18733.13,11.59
2020-09,customer,CUS-0282,4719251.33,3603918.19,23.634,415541.03,699792.11,442391.0,-559258.61,860988.72,708019.72,776541.88,1152401.14,21.778
2020-09,customer,CUS-0283,4729184.04,2738486.86,42.094,739806.87,1250890.31,1083058.44,-513601.21,246443.29,273771.28,242569.64,1101816.97,14.612
2020-09,customer,CUS-0284,4201626.29,3186895.34,24.151,259964.83,754766.12,505116.5,-436189.21,895547.92,551017.14,1222551.19,1011940.14,22.582
